Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2020	4/7/2020	20016371
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2020	5/9/2020	20016572
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2020	5/12/2020	20016587
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2020	5/31/2020	20016686
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2020	7/3/2020	20016885
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2020	8/9/2020	20017058
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2020	9/6/2020	20017313
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2020	10/1/2020	20017435
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2020	11/5/2020	20017648
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2020	12/1/2020	20017748
Hon.	Beyer	Donald Sternoff Honorable	Jr	A	VA08	2020	10/6/2021	10043857
Hon.	Beyer	Donald Sternoff Honorable	Jr	O	VA08	2020	7/17/2021	10040483
Hon.	Beyer	Donald Sternoff Honorable	Jr	X	VA08	2020	4/26/2021	30011962
	Bice	Stephanie		A	OK05	2020	1/25/2021	10039459
	Bice	Stephanie		C	OK05	2020	5/30/2020	10036250
	Bice	Stephanie		X	OK05	2020	11/2/2020	8217702
Hon.	Bice	Stephanie		A	OK05	2020	8/13/2022	10050144
Hon.	Bice	Stephanie		H	OK05	2020	8/12/2021	10042939
Hon.	Bice	Stephanie		X	OK05	2020	4/26/2021	30011678
Hon.	Biggs	Andy		O	AZ05	2020	8/3/2021	10041364
Hon.	Biggs	Andy		X	AZ05	2020	4/26/2021	30011967
Hon.	Bilirakis	Gus M.		A	FL12	2020	6/13/2023	8219785
Hon.	Bilirakis	Gus M.		O	FL12	2020	8/9/2021	8218227
Hon.	Bilirakis	Gus M.		P	FL12	2020	8/20/2020	8217571
Hon.	Bilirakis	Gus M.		P	FL12	2020	12/9/2020	8217762
Hon.	Bilirakis	Gus M.		X	FL12	2020	4/26/2021	30011970
	Bish	Christine		C	CA06	2020	5/14/2021	10040444
Hon.	Bishop	Dan Daniel		O	NC09	2020	7/24/2021	10040056
Hon.	Bishop	James Daniel		X	NC09	2020	4/26/2021	30011978
	Bishop	Michael		C	SC02	2020	7/9/2020	10036754
	Bishop	Michael		W		2020		8217415
Hon.	Bishop	Sanford D.	Jr.	O	GA02	2020	8/9/2021	10041468
Hon.	Bishop	Sanford D.	Jr.	X	GA02	2020	4/26/2021	30011980
	Bivens	Lydia Noelle		D	TN04	2020	8/5/2020	40003061
	Bjelobrk	Matthew D.		D	NH02	2020	9/11/2020	40003070
	Blair	John		X	NM03	2020	5/11/2020	30011470
	Blake	Michael Alexander		C	NY15	2020	5/15/2020	10036029
	Blankenbeker	Lynne		C	NH02	2020	4/27/2020	10035379
	Blueming	Michael Joesph	Jr.	W	FL21	2020	4/23/2020	7739
Hon.	Blumenauer	Earl		O	OR03	2020	6/23/2021	10039957
Hon.	Blumenauer	Earl		P	OR03	2020	1/10/2020	20013901
Hon.	Blumenauer	Earl		P	OR03	2020	2/27/2020	20016125
Hon.	Blumenauer	Earl		P	OR03	2020	4/16/2020	20016347
Hon.	Blumenauer	Earl		P	OR03	2020	5/20/2020	20016588
Hon.	Blumenauer	Earl		P	OR03	2020	6/3/2020	20016707
Hon.	Blumenauer	Earl		P	OR03	2020	6/15/2020	20016784
Hon.	Blumenauer	Earl		P	OR03	2020	7/17/2020	20016979
Hon.	Blumenauer	Earl		P	OR03	2020	8/10/2020	20017141
Hon.	Blumenauer	Earl		P	OR03	2020	8/24/2020	20017242
Hon.	Blumenauer	Earl		P	OR03	2020	9/10/2020	20017336
Hon.	Blumenauer	Earl		P	OR03	2020	10/7/2020	20017489
Hon.	Blumenauer	Earl		P	OR03	2020	11/3/2020	20017631
Hon.	Blumenauer	Earl		P	OR03	2020	12/7/2020	20017821
Hon.	Blumenauer	Earl		X	OR03	2020	4/26/2021	30012002
Hon.	Blunt Rochester	Lisa		O	DE00	2020	8/10/2021	10041776
Hon.	Blunt Rochester	Lisa		X	DE00	2020	4/26/2021	30012003
Hon.	Boebert	Lauren		A	CO03	2020	10/21/2021	10043917
Hon.	Boebert	Lauren		H	CO03	2020	8/17/2021	10043518
Hon.	Boebert	Lauren		X	CO03	2020	4/26/2021	30011679
	Boggus	Michael Shane		D	GA09	2020	2/19/2020	8216976
	Bognet	Jim		C	PA08	2020	3/28/2020	10034735
	Bolinger	Larry Lee Scott		C	NE03	2020	5/5/2020	10035549
	Bolz	Kate		C	NE01	2020	4/17/2020	10035069
	Bomer	Articia		D	MI13	2020	6/16/2020	40003039
Hon.	Bonamici	Suzanne		O	OR01	2020	7/7/2021	10040877
Hon.	Bonamici	Suzanne		X	OR01	2020	4/26/2021	30012016
	Borom	Melissa		C	IN01	2020	4/22/2020	8217169
	Boroughs	Adair Ford		C	SC02	2020	5/12/2020	10035712
Hon.	Bost	Michael		O	IL12	2020	8/11/2021	10042894
Hon.	Bost	Michael		X	IL12	2020	4/26/2021	30012031
	Bourdeaux	Carolyn		C	GA07	2020	5/15/2020	10035689
Hon.	Bourdeaux	Carolyn		H	GA07	2020	8/13/2021	10042636
Hon.	Bourdeaux	Carolyn		X	GA07	2020	4/26/2021	30011680
	Boville	Bruce Bintliff		W		2020		8217274
Hon.	Bowman	Jamaal		H	NY16	2020	8/13/2021	10042559
Hon.	Bowman	Jamaal		X	NY16	2020	4/26/2021	30011681
	Bowman	Raleigh		D	IL05	2020	1/28/2021	8217826
	Boyd	Vance		D	TX19	2020	3/11/2020	8217077
Hon.	Boyle	Brendan F.		O	PA02	2020	8/13/2021	10043424
Hon.	Boyle	Brendan F.		X	PA02	2020	4/26/2021	30012046
	Bradley	James		C	CA33	2020	5/8/2020	10035076
	Brady	Helen		C	MA09	2020	11/13/2020	10037404
	Brady	Helen		D	MA09	2020	8/5/2020	40003060
	Brady	Helen		X	MA09	2020	8/3/2020	30011584
Hon.	Brady	Kevin		O	TX08	2020	8/13/2021	10043342
Hon.	Brady	Kevin		X	TX08	2020	4/26/2021	30012057
	Briones	Heidi		C	OR01	2020	4/1/2020	10034743
	Britvec	Kel Jacobs 2395601987		C	FL15	2020	2/23/2020	10034676
	Brizzi	Carl Joseph		C	IN05	2020	5/11/2020	10035747
Ms.	Brock	Martha Montgomery		C	NC04	2020	1/25/2021	8217817
Hon.	Brooks	Mo		A	AL05	2020	7/26/2021	10041793
Hon.	Brooks	Mo		O	AL05	2020	7/26/2021	10041343
Hon.	Brooks	Mo		P	AL05	2020	1/20/2020	20014938
Hon.	Brooks	Mo		P	AL05	2020	3/24/2020	20016288
Hon.	Brooks	Mo		P	AL05	2020	5/22/2020	20016653
Hon.	Brooks	Mo		P	AL05	2020	7/11/2020	20016939
Hon.	Brooks	Mo		P	AL05	2020	11/8/2020	20017659
Hon.	Brooks	Mo		X	AL05	2020	4/26/2021	30012080
Hon.	Brooks	Susan W.		P	IN05	2020	2/27/2020	20016088
Hon.	Brooks	Susan W.		P	IN05	2020	4/27/2020	20016445
Hon.	Brown	Anthony		O	MD04	2020	5/19/2021	10040131
Hon.	Brown	Anthony		X	MD04	2020	4/26/2021	30012083
Mr.	Brown	Ronald		C	TN07	2020	6/16/2020	10036469
Mr.	Brown	Ronald		D	TN07	2020	6/24/2020	8217350
	Brown	Shontel M.		C	OH11	2020	6/29/2021	8218133
Mr.	Brown	Ted		C	TX17	2020	9/2/2020	10038956
	Browning	Dean Napier		C	PA07	2020	6/15/2020	10035425
	Browning	Dean Napier		X	PA07	2020	5/6/2020	30011464
Hon.	Brownley	Julia		O	CA26	2020	8/4/2021	10040992
Hon.	Brownley	Julia		X	CA26	2020	4/26/2021	30012092
	Brzozowski	Dani		C	IL16	2020	5/2/2020	10035245
	Bubser	Christine		C	CA08	2020	8/13/2020	10035837
	Bubser	Christine		X	CA08	2020	5/20/2020	30011511
	Bucardo	Jennyfer		C	NC06	2020	11/9/2021	10044011
Hon.	Buchanan	Vern		O	FL16	2020	8/9/2021	10040027
Hon.	Buchanan	Vern		P	FL16	2020	2/17/2020	20016069
Hon.	Buchanan	Vern		P	FL16	2020	3/31/2020	20016326
Hon.	Buchanan	Vern		P	FL16	2020	5/22/2020	20016651
Hon.	Buchanan	Vern		P	FL16	2020	8/7/2020	20017118
Hon.	Buchanan	Vern		X	FL16	2020	4/26/2021	30012100
	Buchwald	David		X	NY17	2020	5/20/2020	30011519
Hon.	Buck	Kenneth R.		O	CO04	2020	8/9/2021	10041697
Hon.	Buck	Kenneth R.		X	CO04	2020	4/26/2021	30012101
Hon.	Bucshon	Larry		A	IN08	2020	8/12/2021	10040269
Hon.	Bucshon	Larry		O	IN08	2020	5/7/2021	10040126
Hon.	Bucshon	Larry		X	IN08	2020	4/26/2021	30012103
Hon.	Budd	Theodore P.		O	NC13	2020	7/30/2021	10041365
Hon.	Budd	Theodore P.		X	NC13	2020	4/26/2021	30012105
	Buehler	Knute		C	OR02	2020	5/15/2020	10035109
	Bullock	Benjamin E.		C	GA14	2020	5/16/2020	10035590
	Bunkeddeko	Adem		C	NY09	2020	5/5/2020	10035563
Hon.	Burchett	Tim		O	TN02	2020	8/13/2021	10042355
Hon.	Burchett	Tim		P	TN02	2020	2/26/2020	20016116
Hon.	Burchett	Tim		X	TN02	2020	4/26/2021	30012109
	Burger	Harry R.		D	NY02	2020	7/27/2020	40003058
Hon.	Burgess	Michael C.		O	TX26	2020	8/9/2021	10041710
Hon.	Burgess	Michael C.		X	TX26	2020	4/26/2021	30012111
Mr.	Burley	Brian J.		C	CA48	2020	1/1/2021	10035448
Mr.	Burley	Brian J.		X	CA48	2020	5/20/2020	30011506
	Burril	Matthew		C	NC11	2020	5/3/2022	10047271
	Bush	Cori		C	MO01	2020	8/15/2020	10038713
Hon.	Bush	Cori		H	MO01	2020	8/13/2021	10043384
Hon.	Bush	Cori		X	MO01	2020	4/26/2021	30011682
Hon.	Bustos	Cheri		O	IL17	2020	8/3/2021	10041143
Hon.	Bustos	Cheri		P	IL17	2020	3/7/2020	20016150
Hon.	Bustos	Cheri		P	IL17	2020	5/19/2020	20016614
Hon.	Bustos	Cheri		X	IL17	2020	4/26/2021	30012123
Dr.	Butler	Jason		C	NC02	2020	4/20/2020	8217158
Dr.	Butler	Jason		W		2020		8217177
	Buttar	Shahid		C	CA12	2020	5/13/2020	10035715
Hon.	Butterfield	G. K.		O	NC01	2020	7/30/2021	10042055
Hon.	Butterfield	G. K.		X	NC01	2020	4/26/2021	30012128
	Byers	Jamie		C	CA04	2020	5/7/2020	10035266
Mr.	Cadena	Robert M.		C	TX18	2020	5/6/2020	10035129
	Cady	Jeffery		C	TX11	2020	4/17/2020	10035066
	Caine	Scott		C	FL08	2020	5/26/2020	10035854
	Caldarera	Joseph Matthew		C	NY11	2020	5/12/2020	10035809
	Caldwell	James Andrew		C	CA24	2020	4/22/2020	8217168
Hon.	Calvert	Ken		O	CA42	2020	7/29/2021	10041608
Hon.	Calvert	Ken		X	CA42	2020	4/26/2021	30012143
	Cammack	Kat		C	FL03	2020	5/15/2020	10035817
Hon.	Cammack	Kat		H	FL03	2020	8/13/2021	10042416
Hon.	Cammack	Kat		X	FL03	2020	4/26/2021	30011683
	Cammisa	Mike		C	PA08	2020	3/27/2020	10034704
	Campa-Najjar	Ammar		C	CA50	2020	5/19/2020	8217244
	Campbell	Rayla		C	MA07	2020	5/11/2020	10035205
	Canning	Doyle		C	OR04	2020	5/27/2022	10049419
	Cannon	Tina		C	UT01	2020	3/10/2022	10044693
Mr.	Cano	Christian Christian Mr	Jr	C	NC09	2020	6/25/2020	10036542
	Caraway	Barbara Len Mallory		C	TX30	2020	2/2/2020	10033576
Hon.	Carbajal	Salud O.		O	CA24	2020	7/30/2021	10041883
Hon.	Carbajal	Salud O.		X	CA24	2020	4/26/2021	30012163
Hon.	Cárdenas	Tony		O	CA29	2020	8/13/2021	10042487
Hon.	Cárdenas	Tony		X	CA29	2020	4/26/2021	30012164
	Carl	Boyanton		C	MS04	2020	5/11/2021	10039728
	Carl	Jerry Lee	Jr.	C	AL01	2020	5/14/2020	10035859
Hon.	Carl	Jerry Lee	Jr.	H	AL01	2020	8/9/2021	10042177
Hon.	Carl	Jerry Lee	Jr.	X	AL01	2020	4/26/2021	30011684
Hon.	Carson	André		O	IN07	2020	8/24/2021	10043600
Hon.	Carson	André		X	IN07	2020	4/26/2021	30012179
Hon.	Carter	Earl Leroy		A	GA01	2020	6/23/2022	10049532
Hon.	Carter	Earl Leroy		O	GA01	2020	8/5/2021	10040367
Hon.	Carter	Earl Leroy		P	GA01	2020	6/11/2020	20016752
Hon.	Carter	Earl Leroy		P	GA01	2020	8/13/2020	20017188
Hon.	Carter	Earl Leroy		P	GA01	2020	9/9/2020	20017327
Hon.	Carter	Earl Leroy		X	GA01	2020	4/26/2021	30012184
Hon.	Carter	John R.		O	TX31	2020	7/23/2021	10040673
Hon.	Carter	John R.		X	TX31	2020	4/26/2021	30012186
	Carter	Troy A.	Sr.	A	LA02	2020	4/15/2021	8217941
	Carter	Troy A.	Sr.	C	LA02	2020	4/2/2021	8217921
Hon.	Cartwright	Matt		O	PA08	2020	8/13/2021	10040351
Hon.	Cartwright	Matt		X	PA08	2020	4/26/2021	30012188
	Caruso-Cabrera	Michelle		C	NY14	2020	5/22/2020	8217257
Hon.	Case	Ed		O	HI01	2020	7/25/2021	10041773
Hon.	Case	Ed		X	HI01	2020	4/26/2021	30012189
Hon.	Casten	Sean		A	IL06	2020	9/20/2021	10043758
Hon.	Casten	Sean		O	IL06	2020	8/13/2021	10041677
Hon.	Casten	Sean		X	IL06	2020	4/26/2021	30012194
	Castillo	Hector L Dr		C	NJ05	2020	4/20/2020	8217157
	Castillo	Jose		C	FL09	2020	5/18/2021	10040532
Hon.	Castor	Kathy		A	FL14	2020	9/27/2021	10043796
Hon.	Castor	Kathy		O	FL14	2020	8/12/2021	10041644
Hon.	Castor	Kathy		P	FL14	2020	1/8/2020	20013869
Hon.	Castor	Kathy		P	FL14	2020	4/3/2020	20016355
Hon.	Castor	Kathy		P	FL14	2020	4/22/2020	20016456
Hon.	Castor	Kathy		P	FL14	2020	5/20/2020	20016569
Hon.	Castor	Kathy		P	FL14	2020	7/16/2020	20016973
Hon.	Castor	Kathy		P	FL14	2020	8/6/2020	20017104
Hon.	Castor	Kathy		P	FL14	2020	10/8/2020	20017492
Hon.	Castor	Kathy		P	FL14	2020	12/2/2020	20017786
Hon.	Castor	Kathy		X	FL14	2020	4/26/2021	30012196
Hon.	Castro	Joaquin		O	TX20	2020	8/12/2021	8218257
Hon.	Castro	Joaquin		X	TX20	2020	4/26/2021	30012200
	Cavell	David F.		C	MA04	2020	5/15/2020	10035881
	Cawthorn	David Madison		A	NC11	2020	3/17/2020	10033653
	Cawthorn	David Madison		C	NC11	2020	2/4/2020	10033596
Hon.	Cawthorn	David Madison		H	NC11	2020	8/13/2021	10043108
Hon.	Cawthorn	David Madison		X	NC11	2020	4/26/2021	30011685
Mr.	Cerreta	Damon Lawrence		C	CT04	2020	6/29/2020	10036630
Hon.	Chabot	Steve		O	OH01	2020	7/28/2021	10041654
Hon.	Chabot	Steve		X	OH01	2020	4/26/2021	30012208
Mr.	Chamberlin	Ryan		C	FL03	2020	8/17/2020	10036900
	Chase	Claire		X	NM02	2020	4/28/2020	30011455
	Chase	Todd		C	FL03	2020	7/17/2020	10036563
	Chase	Todd		X	FL03	2020	3/3/2020	8217039
	Cheek	Jamie		C	UT01	2020	4/19/2020	10035147
Hon.	Cheney	Elizabeth Mrs		O	WY00	2020	8/13/2021	10043201
Hon.	Cheney	Elizabeth Mrs		X	WY00	2020	4/26/2021	30012231
	Cherfilus-McCormick	Sheila		C	FL20	2020	12/22/2021	10044215
	Childs	Vivian Louise		A	GA02	2020	5/16/2020	10036043
	Childs	Vivian Louise		C	GA02	2020	5/15/2020	10035846
	Chong	Kirk		D	FL24	2020	4/28/2022	40003336
	Christensen	Adam J.		C	FL03	2020	8/20/2020	10038751
Mr.	Christensen	Trent		C	UT04	2020	3/25/2020	8217112
	Christie	Jennifer		C	IN05	2020	5/15/2020	10035660
Hon.	Chu	Judy		A	CA27	2020	4/24/2022	10046735
Hon.	Chu	Judy		O	CA27	2020	8/7/2021	10040998
Hon.	Chu	Judy		P	CA27	2020	12/30/2020	20017944
Hon.	Chu	Judy		X	CA27	2020	4/26/2021	30012243
Hon.	Cicilline	David N.		O	RI01	2020	8/25/2021	10043573
Hon.	Cicilline	David N.		X	RI01	2020	4/26/2021	30012246
Hon.	Cisneros	Gilbert		P	CA39	2020	1/10/2020	20013867
Hon.	Cisneros	Gilbert		P	CA39	2020	2/18/2020	20015011
Hon.	Cisneros	Gilbert		P	CA39	2020	3/10/2020	20016182
Hon.	Cisneros	Gilbert		P	CA39	2020	4/16/2020	20016402
Hon.	Cisneros	Gilbert		P	CA39	2020	5/13/2020	20016567
Hon.	Cisneros	Gilbert		P	CA39	2020	6/16/2020	20016758
Hon.	Cisneros	Gilbert		P	CA39	2020	7/17/2020	20016915
Hon.	Cisneros	Gilbert		P	CA39	2020	8/19/2020	20017157
Hon.	Cisneros	Gilbert		P	CA39	2020	9/14/2020	20017355
