#,Time,Type,Order,Size,Price,S / L,T / P,Profit,Balance
1454,2023.08.30 18:36,t/p,727,0.04,34909.09,34790.57,34909.09,195.00,16418.06
1455,2023.08.30 18:50,buy,728,0.04,34896.76,34826.97,34945.62,195.00,16418.06
1456,2023.08.30 23:05,t/p,728,0.04,34945.62,34826.97,34945.62,195.24,16613.30
1457,2023.08.31 07:40,buy,729,0.04,34964.99,34895.06,35013.94,195.24,16613.30
1458,2023.08.31 10:58,t/p,729,0.04,35013.94,34895.06,35013.94,195.60,16808.90
1459,2023.08.31 11:05,buy,730,0.04,35001.22,34931.22,35050.22,195.60,16808.90
1460,2023.08.31 14:43,t/p,730,0.04,35050.22,34931.22,35050.22,195.80,17004.70
1461,2023.08.31 15:05,buy,731,0.04,35048.18,34978.08,35097.25,195.80,17004.70
1462,2023.08.31 15:30,t/p,731,0.04,35097.25,34978.08,35097.25,196.08,17200.78
1463,2023.08.31 15:45,buy,732,0.04,35044.18,34974.09,35093.24,196.08,17200.78
1464,2023.08.31 16:32,s/l,732,0.04,34974.09,34974.09,35093.24,-280.56,16920.22
1465,2023.08.31 16:33,buy,733,0.04,35018.42,34948.38,35067.45,-280.56,16920.22
1466,2023.08.31 18:05,s/l,733,0.04,34948.38,34948.38,35067.45,-280.36,16639.86
1467,2023.08.31 18:07,buy,734,0.04,34954.04,34884.13,35002.98,-280.36,16639.86
1468,2023.08.31 19:17,s/l,734,0.04,34884.13,34884.13,35002.98,-279.84,16360.02
1469,2023.08.31 19:20,buy,735,0.04,34883.30,34813.53,34932.14,-279.84,16360.02
1470,2023.08.31 19:45,s/l,735,0.04,34813.53,34813.53,34932.14,-279.28,16080.74
1471,2023.08.31 19:50,buy,736,0.04,34808.86,34739.24,34857.59,-279.28,16080.74
1472,2023.08.31 20:11,t/p,736,0.04,34857.59,34739.24,34857.59,194.72,16275.46
1473,2023.08.31 20:30,buy,737,0.04,34874.67,34804.92,34923.49,194.72,16275.46
1474,2023.08.31 21:44,s/l,737,0.04,34804.92,34804.92,34923.49,-279.20,15996.26
1475,2023.09.01 07:55,buy,738,0.04,34794.24,34724.65,34842.95,-279.20,15996.26
1476,2023.09.01 12:12,t/p,738,0.04,34842.95,34724.65,34842.95,194.64,16190.90
1477,2023.09.01 13:00,buy,739,0.04,34856.36,34786.65,34905.16,194.64,16190.90
1478,2023.09.01 15:30,t/p,739,0.04,34905.16,34786.65,34905.16,195.00,16385.90
1479,2023.09.01 15:45,buy,740,0.04,34873.63,34803.88,34922.45,195.00,16385.90
1480,2023.09.01 15:50,t/p,740,0.04,34922.45,34803.88,34922.45,195.08,16580.98
1481,2023.09.01 16:20,buy,741,0.04,34906.29,34836.48,34955.16,195.08,16580.98
1482,2023.09.01 16:33,t/p,741,0.04,34955.16,34836.48,34955.16,195.28,16776.26
1483,2023.09.01 16:40,buy,742,0.04,34875.11,34805.36,34923.94,195.28,16776.26
1484,2023.09.01 16:58,t/p,742,0.04,34923.94,34805.36,34923.94,195.12,16971.38
1485,2023.09.01 17:05,buy,743,0.04,34919.54,34849.70,34968.43,195.12,16971.38
1486,2023.09.01 17:53,s/l,743,0.04,34849.70,34849.70,34968.43,-279.56,16691.82
1487,2023.09.01 17:55,buy,744,0.04,34838.23,34768.55,34887.00,-279.56,16691.82
1488,2023.09.01 18:29,s/l,744,0.04,34768.55,34768.55,34887.00,-278.92,16412.90
1489,2023.09.01 18:30,buy,745,0.04,34774.60,34705.05,34823.28,-278.92,16412.90
1490,2023.09.01 22:24,t/p,745,0.04,34823.28,34705.05,34823.28,194.52,16607.42
1491,2023.09.04 07:15,buy,746,0.04,34840.77,34771.09,34889.55,194.52,16607.42
1492,2023.09.04 10:28,t/p,746,0.04,34889.55,34771.09,34889.55,194.92,16802.34
1493,2023.09.04 10:55,buy,747,0.04,34893.09,34823.30,34941.94,194.92,16802.34
1494,2023.09.04 17:05,s/l,747,0.04,34823.30,34823.30,34941.94,-279.36,16522.98
1495,2023.09.04 17:05,buy,748,0.04,34826.23,34756.58,34874.99,-279.36,16522.98
1496,2023.09.04 17:37,s/l,748,0.04,34756.58,34756.58,34874.99,-278.80,16244.18
1497,2023.09.04 17:39,buy,749,0.04,34765.50,34695.97,34814.17,-278.80,16244.18
1498,2023.09.05 02:19,t/p,749,0.04,34814.17,34695.97,34814.17,185.75,16429.93
1499,2023.09.05 07:00,buy,750,0.04,34786.81,34717.24,34835.51,185.75,16429.93
1500,2023.09.05 12:32,t/p,750,0.04,34835.51,34717.24,34835.51,194.60,16624.53
1501,2023.09.05 12:45,buy,751,0.04,34828.13,34758.47,34876.89,194.60,16624.53
1502,2023.09.05 15:50,t/p,751,0.04,34876.89,34758.47,34876.89,194.84,16819.37
1503,2023.09.05 16:10,buy,752,0.04,34861.73,34792.01,34910.54,194.84,16819.37
1504,2023.09.05 16:42,s/l,752,0.04,34792.01,34792.01,34910.54,-279.08,16540.29
1505,2023.09.05 16:45,buy,753,0.04,34793.19,34723.60,34841.90,-279.08,16540.29
1506,2023.09.05 20:04,s/l,753,0.04,34723.60,34723.60,34841.90,-278.56,16261.73
1507,2023.09.05 20:05,buy,754,0.04,34722.14,34652.70,34770.75,-278.56,16261.73
1508,2023.09.05 22:56,s/l,754,0.04,34652.70,34652.70,34770.75,-277.96,15983.77
1509,2023.09.06 07:20,buy,755,0.04,34632.64,34563.37,34681.13,-277.96,15983.77
1510,2023.09.06 14:08,s/l,755,0.04,34563.37,34563.37,34681.13,-277.28,15706.49
1511,2023.09.06 14:09,buy,756,0.04,34570.68,34501.54,34619.08,-277.28,15706.49
1512,2023.09.06 16:38,s/l,756,0.04,34501.54,34501.54,34619.08,-276.76,15429.73
1513,2023.09.06 16:40,buy,757,0.04,34512.25,34443.23,34560.57,-276.76,15429.73
1514,2023.09.06 16:45,t/p,757,0.04,34560.57,34443.23,34560.57,193.08,15622.81
1515,2023.09.06 17:05,buy,758,0.04,34520.11,34451.07,34568.44,193.08,15622.81
1516,2023.09.06 17:07,t/p,758,0.04,34568.44,34451.07,34568.44,193.12,15815.93
1517,2023.09.06 17:07,buy,759,0.04,34568.70,34499.56,34617.10,193.12,15815.93
1518,2023.09.06 17:28,s/l,759,0.04,34499.56,34499.56,34617.10,-276.76,15539.17
1519,2023.09.06 17:30,buy,760,0.04,34501.60,34432.60,34549.90,-276.76,15539.17
1520,2023.09.06 18:11,s/l,760,0.04,34432.60,34432.60,34549.90,-276.20,15262.97
1521,2023.09.06 18:15,buy,761,0.04,34416.59,34347.76,34464.77,-276.20,15262.97
1522,2023.09.06 19:44,s/l,761,0.04,34347.76,34347.76,34464.77,-275.52,14987.45
1523,2023.09.06 19:45,buy,762,0.04,34340.75,34272.07,34388.83,-275.52,14987.45
1524,2023.09.06 20:47,t/p,762,0.04,34388.83,34272.07,34388.83,192.12,15179.57
1525,2023.09.07 07:01,buy,763,0.04,34429.54,34360.68,34477.74,192.12,15179.57
1526,2023.09.07 09:35,s/l,763,0.04,34360.68,34360.68,34477.74,-275.64,14903.93
1527,2023.09.07 09:40,buy,764,0.04,34356.18,34287.47,34404.28,-275.64,14903.93
1528,2023.09.07 10:53,t/p,764,0.04,34404.28,34287.47,34404.28,192.20,15096.13
1529,2023.09.07 11:15,buy,765,0.04,34416.12,34347.29,34464.30,192.20,15096.13
1530,2023.09.07 12:08,t/p,765,0.04,34464.30,34347.29,34464.30,192.52,15288.65
1531,2023.09.07 12:45,buy,766,0.04,34482.86,34413.89,34531.14,192.52,15288.65
1532,2023.09.07 14:28,s/l,766,0.04,34413.89,34413.89,34531.14,-276.08,15012.57
1533,2023.09.07 14:30,buy,767,0.04,34405.68,34336.87,34453.85,-276.08,15012.57
1534,2023.09.07 15:52,s/l,767,0.04,34336.87,34336.87,34453.85,-275.44,14737.13
1535,2023.09.07 15:55,buy,768,0.04,34334.11,34265.44,34382.18,-275.44,14737.13
1536,2023.09.07 16:29,t/p,768,0.04,34382.18,34265.44,34382.18,192.08,14929.21
1537,2023.09.07 17:05,buy,769,0.04,34437.57,34368.69,34485.78,192.08,14929.21
1538,2023.09.07 17:42,t/p,769,0.04,34485.78,34368.69,34485.78,192.64,15121.85
1539,2023.09.07 17:55,buy,770,0.04,34463.14,34394.21,34511.39,192.64,15121.85
1540,2023.09.07 18:34,t/p,770,0.04,34511.39,34394.21,34511.39,192.80,15314.65
1541,2023.09.07 18:45,buy,771,0.04,34483.56,34414.59,34531.84,192.80,15314.65
1542,2023.09.07 19:07,t/p,771,0.04,34531.84,34414.59,34531.84,192.92,15507.57
1543,2023.09.07 19:35,buy,772,0.04,34539.99,34470.91,34588.35,192.92,15507.57
1544,2023.09.07 21:32,s/l,772,0.04,34470.91,34470.91,34588.35,-276.52,15231.05
1545,2023.09.08 07:06,buy,773,0.04,34511.04,34442.02,34559.36,-276.52,15231.05
1546,2023.09.08 09:05,t/p,773,0.04,34559.36,34442.02,34559.36,193.08,15424.13
1547,2023.09.08 09:20,buy,774,0.04,34568.72,34499.58,34617.12,193.08,15424.13
1548,2023.09.08 11:16,s/l,774,0.04,34499.58,34499.58,34617.12,-276.76,15147.37
1549,2023.09.08 11:20,buy,775,0.04,34480.15,34411.19,34528.42,-276.76,15147.37
1550,2023.09.08 12:36,s/l,775,0.04,34411.19,34411.19,34528.42,-276.04,14871.33
1551,2023.09.08 12:40,buy,776,0.04,34417.11,34348.28,34465.29,-276.04,14871.33
1552,2023.09.08 13:36,t/p,776,0.04,34465.29,34348.28,34465.29,192.52,15063.85
1553,2023.09.08 13:45,buy,777,0.04,34456.43,34387.52,34504.67,192.52,15063.85
1554,2023.09.08 15:36,t/p,777,0.04,34504.67,34387.52,34504.67,192.76,15256.61
1555,2023.09.08 15:55,buy,778,0.04,34485.17,34416.20,34533.45,192.76,15256.61
1556,2023.09.08 17:00,t/p,778,0.04,34533.45,34416.20,34533.45,192.92,15449.53
1557,2023.09.08 17:47,buy,779,0.04,34583.06,34513.89,34631.48,192.92,15449.53
1558,2023.09.08 22:01,s/l,779,0.04,34513.89,34513.89,34631.48,-276.88,15172.65
1559,2023.09.11 07:20,buy,780,0.04,34598.31,34529.11,34646.75,-276.88,15172.65
1560,2023.09.11 08:51,t/p,780,0.04,34646.75,34529.11,34646.75,193.56,15366.21
1561,2023.09.11 09:05,buy,781,0.04,34642.72,34573.43,34691.22,193.56,15366.21
1562,2023.09.11 10:09,t/p,781,0.04,34691.22,34573.43,34691.22,193.80,15560.01
1563,2023.09.11 11:00,buy,782,0.04,34704.14,34634.73,34752.73,193.80,15560.01
1564,2023.09.11 11:52,s/l,782,0.04,34634.73,34634.73,34752.73,-277.84,15282.17
1565,2023.09.11 11:55,buy,783,0.04,34629.15,34559.89,34677.63,-277.84,15282.17
1566,2023.09.11 16:01,t/p,783,0.04,34677.63,34559.89,34677.63,193.72,15475.89
1567,2023.09.11 16:15,buy,784,0.04,34677.27,34607.92,34725.82,193.72,15475.89
1568,2023.09.11 16:30,t/p,784,0.04,34725.82,34607.92,34725.82,194.00,15669.89
1569,2023.09.11 16:50,buy,785,0.04,34711.07,34641.65,34759.67,194.00,15669.89
1570,2023.09.11 17:02,s/l,785,0.04,34641.65,34641.65,34759.67,-277.88,15392.01
1571,2023.09.11 17:06,buy,786,0.04,34614.28,34545.05,34662.74,-277.88,15392.01
1572,2023.09.11 17:17,t/p,786,0.04,34662.74,34545.05,34662.74,193.64,15585.65
1573,2023.09.11 17:35,buy,787,0.04,34661.59,34592.27,34710.12,193.64,15585.65
1574,2023.09.11 18:11,s/l,787,0.04,34592.27,34592.27,34710.12,-277.48,15308.17
1575,2023.09.11 18:35,buy,788,0.04,34608.17,34538.95,34656.62,-277.48,15308.17
1576,2023.09.11 19:29,t/p,788,0.04,34656.62,34538.95,34656.62,193.60,15501.77
1577,2023.09.11 19:29,buy,789,0.04,34656.69,34587.38,34705.21,193.60,15501.77
1578,2023.09.12 11:01,s/l,789,0.04,34587.38,34587.38,34705.21,-286.17,15215.59
1579,2023.09.12 11:05,buy,790,0.04,34585.29,34516.12,34633.71,-286.17,15215.59
1580,2023.09.12 15:35,t/p,790,0.04,34633.71,34516.12,34633.71,193.48,15409.07
1581,2023.09.12 15:45,buy,791,0.04,34630.14,34560.88,34678.62,193.48,15409.07
1582,2023.09.12 16:11,s/l,791,0.04,34560.88,34560.88,34678.62,-277.24,15131.83
1583,2023.09.12 16:15,buy,792,0.04,34558.19,34489.07,34606.57,-277.24,15131.83
1584,2023.09.12 16:33,t/p,792,0.04,34606.57,34489.07,34606.57,193.32,15325.15
1585,2023.09.12 16:45,buy,793,0.04,34597.57,34528.37,34646.01,193.32,15325.15
1586,2023.09.12 18:05,t/p,793,0.04,34646.01,34528.37,34646.01,193.56,15518.71
1587,2023.09.12 19:30,buy,794,0.04,34747.73,34678.23,34796.38,193.56,15518.71
1588,2023.09.12 20:21,t/p,794,0.04,34796.38,34678.23,34796.38,194.40,15713.11
1589,2023.09.12 20:40,buy,795,0.04,34831.61,34761.95,34880.37,194.40,15713.11
1590,2023.09.12 20:54,s/l,795,0.04,34761.95,34761.95,34880.37,-278.84,15434.27
1591,2023.09.12 20:55,buy,796,0.04,34758.14,34688.62,34806.80,-278.84,15434.27
1592,2023.09.12 21:46,s/l,796,0.04,34688.62,34688.62,34806.80,-278.28,15155.99
1593,2023.09.13 07:05,buy,797,0.04,34587.54,34518.36,34635.96,-278.28,15155.99
1594,2023.09.13 09:59,t/p,797,0.04,34635.96,34518.36,34635.96,193.48,15349.47
1595,2023.09.13 10:10,buy,798,0.04,34620.34,34551.10,34668.81,193.48,15349.47
1596,2023.09.13 10:27,t/p,798,0.04,34668.81,34551.10,34668.81,193.68,15543.15
1597,2023.09.13 10:40,buy,799,0.04,34661.75,34592.43,34710.28,193.68,15543.15
1598,2023.09.13 13:13,s/l,799,0.04,34592.43,34592.43,34710.28,-277.48,15265.67
1599,2023.09.13 13:15,buy,800,0.04,34596.58,34527.39,34645.02,-277.48,15265.67
1600,2023.09.13 14:58,t/p,800,0.04,34645.02,34527.39,34645.02,193.56,15459.23
1601,2023.09.13 15:05,buy,801,0.04,34626.57,34557.32,34675.05,193.56,15459.23
1602,2023.09.13 15:30,s/l,801,0.04,34557.32,34557.32,34675.05,-277.20,15182.03
1603,2023.09.13 15:35,buy,802,0.04,34601.99,34532.79,34650.43,-277.20,15182.03
1604,2023.09.13 15:35,t/p,802,0.04,34650.43,34532.79,34650.43,193.56,15375.59
1605,2023.09.13 15:35,buy,803,0.04,34651.04,34581.74,34699.55,193.56,15375.59
1606,2023.09.13 16:30,t/p,803,0.04,34699.55,34581.74,34699.55,193.84,15569.43
1607,2023.09.13 16:45,buy,804,0.04,34686.70,34617.33,34735.26,193.84,15569.43
1608,2023.09.13 17:00,t/p,804,0.04,34735.26,34617.33,34735.26,194.04,15763.47
1609,2023.09.13 17:10,buy,805,0.04,34658.48,34589.16,34707.00,194.04,15763.47
1610,2023.09.13 17:41,t/p,805,0.04,34707.00,34589.16,34707.00,193.88,15957.35
1611,2023.09.13 18:20,buy,806,0.04,34707.15,34637.74,34755.74,193.88,15957.35
1612,2023.09.13 21:17,s/l,806,0.04,34637.74,34637.74,34755.74,-277.84,15679.51
1613,2023.09.14 07:40,buy,807,0.04,34634.31,34565.04,34682.80,-277.84,15679.51
1614,2023.09.14 13:47,t/p,807,0.04,34682.80,34565.04,34682.80,193.76,15873.27
1615,2023.09.14 13:55,buy,808,0.04,34671.05,34601.71,34719.59,193.76,15873.27
1616,2023.09.14 15:52,t/p,808,0.04,34719.59,34601.71,34719.59,193.96,16067.23
1617,2023.09.14 16:35,buy,809,0.04,34716.59,34647.16,34765.19,193.96,16067.23
1618,2023.09.14 16:51,t/p,809,0.04,34765.19,34647.16,34765.19,194.20,16261.43
1619,2023.09.14 17:05,buy,810,0.04,34744.70,34675.21,34793.34,194.20,16261.43
1620,2023.09.14 17:47,t/p,810,0.04,34793.34,34675.21,34793.34,194.36,16455.79
1621,2023.09.14 18:10,buy,811,0.04,34806.64,34737.03,34855.37,194.36,16455.79
1622,2023.09.14 19:11,t/p,811,0.04,34855.37,34737.03,34855.37,194.72,16650.51
1623,2023.09.14 20:01,buy,812,0.04,34922.20,34852.36,34971.09,194.72,16650.51
1624,2023.09.14 22:07,t/p,812,0.04,34971.09,34852.36,34971.09,195.36,16845.87
1625,2023.09.15 07:20,buy,813,0.04,34988.95,34918.97,35037.93,195.36,16845.87
1626,2023.09.15 15:45,s/l,813,0.04,34918.97,34918.97,35037.93,-280.12,16565.75
1627,2023.09.15 15:50,buy,814,0.04,34909.57,34839.75,34958.44,-280.12,16565.75
1628,2023.09.15 16:26,s/l,814,0.04,34839.75,34839.75,34958.44,-279.48,16286.27
1629,2023.09.15 16:30,buy,815,0.04,34819.61,34749.97,34868.36,-279.48,16286.27
1630,2023.09.15 16:35,t/p,815,0.04,34868.36,34749.97,34868.36,194.80,16481.07
1631,2023.09.15 16:45,buy,816,0.04,34835.78,34766.11,34884.55,194.80,16481.07
1632,2023.09.15 17:15,s/l,816,0.04,34766.11,34766.11,34884.55,-278.88,16202.19
1633,2023.09.15 17:18,buy,817,0.04,34791.61,34722.03,34840.32,-278.88,16202.19
1634,2023.09.15 17:57,s/l,817,0.04,34722.03,34722.03,34840.32,-278.52,15923.67
1635,2023.09.15 18:00,buy,818,0.04,34711.28,34641.86,34759.88,-278.52,15923.67
1636,2023.09.15 18:31,t/p,818,0.04,34759.88,34641.86,34759.88,194.20,16117.87
1637,2023.09.15 18:40,buy,819,0.04,34718.97,34649.53,34767.58,194.20,16117.87
1638,2023.09.15 20:11,s/l,819,0.04,34649.53,34649.53,34767.58,-277.96,15839.91
1639,2023.09.15 20:15,buy,820,0.04,34646.80,34577.51,34695.31,-277.96,15839.91
1640,2023.09.15 20:30,s/l,820,0.04,34577.51,34577.51,34695.31,-277.36,15562.55
1641,2023.09.15 20:33,buy,821,0.04,34594.71,34525.52,34643.14,-277.36,15562.55
1642,2023.09.15 20:40,t/p,821,0.04,34643.14,34525.52,34643.14,193.52,15756.07
1643,2023.09.18 07:40,buy,822,0.04,34679.86,34610.50,34728.41,193.52,15756.07
1644,2023.09.18 14:38,s/l,822,0.04,34610.50,34610.50,34728.41,-277.64,15478.43
1645,2023.09.18 14:40,buy,823,0.04,34600.09,34530.89,34648.53,-277.64,15478.43
1646,2023.09.18 16:30,t/p,823,0.04,34648.53,34530.89,34648.53,193.56,15671.99
1647,2023.09.18 16:45,buy,824,0.04,34630.87,34561.61,34679.35,193.56,15671.99
1648,2023.09.18 16:56,s/l,824,0.04,34561.61,34561.61,34679.35,-277.24,15394.75
1649,2023.09.18 16:59,buy,825,0.04,34581.58,34512.42,34629.99,-277.24,15394.75
1650,2023.09.18 17:33,t/p,825,0.04,34629.99,34512.42,34629.99,193.44,15588.19
1651,2023.09.18 17:55,buy,826,0.04,34633.12,34563.85,34681.61,193.44,15588.19
1652,2023.09.18 18:31,t/p,826,0.04,34681.61,34563.85,34681.61,193.76,15781.95
1653,2023.09.18 19:00,buy,827,0.04,34709.13,34639.71,34757.72,193.76,15781.95
1654,2023.09.18 21:54,s/l,827,0.04,34639.71,34639.71,34757.72,-277.88,15504.07
1655,2023.09.19 07:00,buy,828,0.04,34626.42,34557.17,34674.90,-277.88,15504.07
1656,2023.09.19 12:27,t/p,828,0.04,34674.90,34557.17,34674.90,193.72,15697.79
1657,2023.09.19 12:40,buy,829,0.04,34673.84,34604.49,34722.38,193.72,15697.79
1658,2023.09.19 15:42,s/l,829,0.04,34604.49,34604.49,34722.38,-277.60,15420.19
1659,2023.09.19 15:48,buy,830,0.04,34599.10,34529.90,34647.54,-277.60,15420.19
1660,2023.09.19 16:29,s/l,830,0.04,34529.90,34529.90,34647.54,-277.00,15143.19
1661,2023.09.19 16:30,buy,831,0.04,34553.55,34484.44,34601.92,-277.00,15143.19
1662,2023.09.19 17:04,s/l,831,0.04,34484.44,34484.44,34601.92,-276.64,14866.55
1663,2023.09.19 17:05,buy,832,0.04,34473.71,34404.76,34521.97,-276.64,14866.55
1664,2023.09.19 17:39,s/l,832,0.04,34404.76,34404.76,34521.97,-276.00,14590.55
1665,2023.09.19 17:40,buy,833,0.04,34393.76,34324.97,34441.91,-276.00,14590.55
1666,2023.09.19 19:36,s/l,833,0.04,34324.97,34324.97,34441.91,-275.36,14315.19
1667,2023.09.19 19:40,buy,834,0.04,34317.88,34249.24,34365.93,-275.36,14315.19
1668,2023.09.19 20:09,t/p,834,0.04,34365.93,34249.24,34365.93,192.00,14507.19
1669,2023.09.19 20:30,buy,835,0.04,34387.12,34318.35,34435.26,192.00,14507.19
1670,2023.09.19 20:45,t/p,835,0.04,34435.26,34318.35,34435.26,192.36,14699.55
1671,2023.09.20 07:45,buy,836,0.04,34479.93,34410.97,34528.20,192.36,14699.55
1672,2023.09.20 09:14,t/p,836,0.04,34528.20,34410.97,34528.20,192.88,14892.43
1673,2023.09.20 09:45,buy,837,0.04,34527.46,34458.41,34575.80,192.88,14892.43
1674,2023.09.20 10:21,close at stop,837,0.04,34527.52,34458.41,34575.80,192.88,14892.47
