Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Hon.	Cohen	Steve		P	TN09	2022	8/2/2022	20021467
Hon.	Cohen	Steve		P	TN09	2022	8/5/2022	20021491
Hon.	Cohen	Steve		P	TN09	2022	8/8/2022	20021502
Hon.	Cohen	Steve		P	TN09	2022	8/10/2022	20021517
Hon.	Cohen	Steve		P	TN09	2022	8/15/2022	20021560
Hon.	Cohen	Steve		P	TN09	2022	8/23/2022	20021583
Hon.	Cohen	Steve		P	TN09	2022	8/29/2022	20021606
Hon.	Cohen	Steve		P	TN09	2022	9/12/2022	20021694
Hon.	Cohen	Steve		X	TN09	2022	5/12/2023	30018596
	Cohn	Alan		C	FL15	2022	8/22/2022	10050261
	Cohn	Alan		X	FL15	2022	7/29/2022	8219127
	Colarusso	Caroline		C	MA05	2022	7/11/2022	10049555
	Colarusso	Caroline		X	MA05	2022	6/17/2022	30017447
	Cole	Jahmal		C	IL01	2022	5/25/2022	10049219
	Cole	Jahmal		X	IL01	2022	6/6/2022	30017329
Hon.	Cole	Tom		A	OK04	2022	6/22/2023	10055155
Hon.	Cole	Tom		O	OK04	2022	5/11/2023	10052234
Hon.	Cole	Tom		P	OK04	2022	1/19/2022	8218534
Hon.	Cole	Tom		P	OK04	2022	4/26/2022	8218659
Hon.	Cole	Tom		P	OK04	2022	6/7/2022	8218938
Hon.	Coleman	Bonnie Watson		O	NJ12	2022	5/11/2023	8219780
	Coleman	Jeff		W	AL02	2022		8218666
	Coll	Gregory Thomas		C	MD08	2022	5/25/2022	10049501
	Collier	Scott		W	TX25	2022	7/7/2022	7867
	Collins	Jacqueline		C	IL01	2022	5/20/2022	8218779
	Collins	Jay		C	FL15	2022	5/25/2022	8218853
	Collins	Michael A.	Jr	C	GA10	2022	12/21/2022	8219313
Hon.	Collins	Michael A.		H	GA10	2022	8/3/2023	8219875
	Collins	Shawn		W	CA45	2022		8218675
	Collins	Shawn		W	CA45	2022		8218704
	Combs	Jack Lewis	Jr.	W	VA05	2022	4/28/2022	7848
Hon.	Comer	James		O	KY01	2022	8/10/2023	10053898
Hon.	Comer	James		X	KY01	2022	5/15/2023	30018895
	Compton	William Dakota		C	KY02	2022	5/1/2022	10047134
	Conforti	Niki		C	IL06	2022	5/13/2022	10047492
Hon.	Connolly	Gerald E.		O	VA11	2022	5/12/2023	10051430
Hon.	Connolly	Gerald E.		P	VA11	2022	9/1/2022	20021626
	Conole	Francis		C	NY22	2022	5/16/2022	10047979
	Constant	Christopher		C	AK00	2022	5/10/2022	10044676
Dr.	Contogiannis	Mary Ann		C	NC06	2022	5/16/2022	10049140
Hon.	Conway	Connie		C	CA22	2022	7/29/2022	10049986
	Cooke	Rebecca		C	WI03	2022	5/12/2022	10048355
	Cooper	Kelly		A	AZ04	2022	9/9/2022	10050397
	Cooper	Kelly		C	AZ04	2022	7/14/2022	10048678
	Cooper	Kelly		X	AZ04	2022	6/7/2022	30017053
	Coplen	Rick		C	PA10	2022	4/17/2022	10046299
	Coram	Don		C	CO03	2022	5/29/2022	10048924
	Coram	Don		X	CO03	2022	6/22/2022	30017164
Hon.	Correa	Lou		O	CA46	2022	5/24/2023	10054898
	Cortes	Jose Marcos		C	CA51	2022	5/8/2022	10047098
Hon.	Costa	James M.		P	CA16	2022	3/30/2022	8218624
Hon.	Costa	James M.		X	CA21	2022	5/11/2023	30018526
Hon.	Costa	James M.		X	CA21	2022	7/12/2023	30019277
Hon.	Costa	Jim M.		O	CA21	2022	8/11/2023	10053873
Hon.	Courtney	Joe		O	CT02	2022	5/9/2023	10052464
Hon.	Courtney	Joe		P	CT02	2022	4/12/2022	20020780
Mr.	Cowen	Martin Lindsey	III	W	GA13	2022		8218586
Mr.	Cowen	Martin Lindsey	III	W	GA13	2022	2/11/2022	7828
	Cozzens	Jeff		W	NH02	2022		8218699
	Craft	Frank S.		D	FL13	2022	4/28/2022	40003337
Hon.	Craig	Angela Dawn		O	MN02	2022	7/12/2023	8219831
Hon.	Craig	Angela Dawn		X	MN02	2022	5/24/2023	8219689
	Crane	Eli		A	AZ02	2022	1/6/2023	10050680
	Crane	Eli		C	AZ02	2022	7/2/2022	10046281
	Crane	Eli		X	AZ02	2022	5/6/2022	30016389
Hon.	Crane	Eli		H	AZ02	2022	5/15/2023	10051992
Hon.	Crawford	Eric A. "Rick"		O	AR01	2022	5/15/2023	10054652
Hon.	Crenshaw	Daniel		O	TX02	2022	8/8/2023	10054714
Hon.	Crenshaw	Daniel		P	TX02	2022	1/10/2022	20020189
Hon.	Crenshaw	Daniel		P	TX02	2022	1/10/2022	20020197
Hon.	Crenshaw	Daniel		P	TX02	2022	2/2/2022	20020310
Hon.	Crenshaw	Daniel		P	TX02	2022	12/1/2022	20021255
Hon.	Crenshaw	Daniel		X	TX02	2022	5/15/2023	30019020
	Crispi	Michael		C	NJ04	2022	1/29/2022	10044486
Hon.	Crist	Charlie		T	FL13	2022	9/27/2022	8219234
	Crockett	Jasmine		C	TX30	2022	11/6/2022	10050508
Hon.	Crockett	Jasmine		H	TX30	2022	8/13/2023	10054532
Hon.	Crockett	Jasmine		X	TX30	2022	5/15/2023	30018905
	Croom	George		C	MD02	2022	7/11/2022	10049949
Hon.	Crow	Jason		O	CO06	2022	8/11/2023	10052229
Hon.	Crow	Jason		X	CO06	2022	5/1/2023	30018150
	Crumpacker	Jimmy		C	OR05	2022	5/14/2022	10048742
Mr.	Cruz	Jerico Matias		C	IL05	2022	4/30/2022	10046415
	Cruz	Robert 'Rob'		C	IL06	2022	6/16/2022	10049793
Hon.	Cuellar	Henry		O	TX28	2022	5/15/2023	10053050
	Cullen	Jason		C	NJ04	2022	5/10/2022	10047994
	Culp	Loren		C	WA04	2022	5/30/2022	10049534
	Curry	John Gregory		C	IL02	2022	12/7/2022	10050634
Hon.	Curtis	John		O	UT03	2022	8/11/2023	10051769
Hon.	Curtis	John		P	UT03	2022	2/2/2022	20020133
Hon.	Curtis	John		P	UT03	2022	3/23/2022	20020679
Hon.	Curtis	John		P	UT03	2022	7/8/2022	20021342
Hon.	Curtis	John		P	UT03	2022	8/15/2022	20021486
Hon.	Curtis	John		P	UT03	2022	8/15/2022	20021554
Hon.	Curtis	John		P	UT03	2022	9/20/2022	20021733
Hon.	Curtis	John		P	UT03	2022	11/9/2022	20021965
Hon.	Curtis	John		X	UT03	2022	4/10/2023	30017936
	Dallin	Jared		W	UT03	2022	7/7/2022	7861
Ms.	Daniels	Shamaine		C	PA10	2022	4/16/2022	10045051
	Danimus	Ann Marie		C	WA05	2022	12/18/2022	10050675
	Dargis	Christopher Bryant		C	IL08	2022	5/16/2022	10047542
	Darling	Katie Darling		C	LA01	2022	8/16/2022	10050104
	Darnowsky	Alan		C	OH02	2022	3/10/2022	10044648
	D'Arrigo	Melanie		C	NY03	2022	5/16/2022	10049045
Mr.	Dashevsky	Yuri		C	NY08	2022	7/22/2022	10049738
Mr.	Dashevsky	Yuri		X	NY08	2022	7/12/2022	8219074
	Daughtry	Kelly		C	NC13	2022	6/1/2022	8218893
Hon.	Davids	Sharice		O	KS03	2022	5/15/2023	10053563
Hon.	Davids	Sharice		P	KS03	2022	6/30/2022	8219054
Hon.	Davidson	Warren		O	OH08	2022	8/13/2023	10053983
Hon.	Davidson	Warren		X	OH08	2022	5/11/2023	30018588
Hon.	Davis	Danny K.		O	IL07	2022	8/9/2023	10055531
Hon.	Davis	Danny K.		X	IL07	2022	5/24/2023	8219690
	Davis	Don		A	NC01	2022	8/31/2022	10050353
	Davis	Don		C	NC01	2022	8/2/2022	10050092
Hon.	Davis	Don		H	NC01	2022	8/13/2023	10055538
	Davis	Wendy		X	GA14	2022	6/7/2022	30017335
	Dawson	Marshall		C	CO02	2022	5/15/2022	10048824
	Daza-Fernandez	Antonio Miguel		C	GA11	2022	5/10/2022	10046398
	De Blasio	Bill		W	NY10	2022	7/21/2022	7887
	De Blasio	Bill		X	NY10	2022	6/27/2022	8219045
	De Gregorio	Nicholas		C	NJ05	2022	5/15/2022	10048710
Ms.	De Jesus- Coniglio	Pura  M.		C	NY14	2022	5/16/2022	10048173
	De Jesus-Coniglio	Pura		X	NY14	2022	6/3/2022	30017108
Hon.	De La Cruz	Monica		A	TX15	2022	7/26/2023	10050956
Hon.	De La Cruz	Monica		H	TX15	2022	8/10/2023	10053186
Hon.	De La Cruz	Monica		X	TX15	2022	5/12/2023	30018690
	De La Cruz Hernandez	Monica		C	TX15	2022	8/15/2022	10048188
	De La Cruz Hernandez	Monica		X	TX15	2022	6/7/2022	30016835
	De Luca	Rocco		C	CA31	2022	5/8/2022	10047686
Hon.	Dean	Madeleine		O	PA04	2022	8/13/2023	10053710
Hon.	Dean	Madeleine		X	PA04	2022	5/12/2023	30018740
Mrs.	Deck	Beth A.		D	OH19	2022	7/7/2022	40003373
	Deering	Regan		C	IL13	2022	5/29/2022	10048671
	Deering	Regan		X	IL13	2022	6/3/2022	30017050
Hon.	DeGette	Diana		O	CO01	2022	6/14/2023	10052257
Hon.	DeGette	Diana		X	CO01	2022	4/20/2023	30018019
	Degroot	Paul		C	NJ11	2022	5/15/2022	10047763
	Del Castello	Eve		D	CA12	2022	5/12/2022	8218762
Hon.	DeLauro	Rosa L.		O	CT03	2022	5/15/2023	10052533
Hon.	DelBene	Suzan K.		O	WA01	2022	6/14/2023	10052115
Hon.	DelBene	Suzan K.		P	WA01	2022	1/9/2022	20020134
Hon.	DelBene	Suzan K.		P	WA01	2022	1/20/2022	20020243
Hon.	DelBene	Suzan K.		P	WA01	2022	2/9/2022	20020358
Hon.	DelBene	Suzan K.		P	WA01	2022	2/25/2022	20020478
Hon.	DelBene	Suzan K.		P	WA01	2022	3/9/2022	20020572
Hon.	DelBene	Suzan K.		P	WA01	2022	3/22/2022	20020642
Hon.	DelBene	Suzan K.		P	WA01	2022	4/7/2022	20020725
Hon.	DelBene	Suzan K.		P	WA01	2022	4/20/2022	20020815
Hon.	DelBene	Suzan K.		P	WA01	2022	5/8/2022	20020937
Hon.	DelBene	Suzan K.		P	WA01	2022	5/23/2022	20021082
Hon.	DelBene	Suzan K.		P	WA01	2022	6/11/2022	20021144
Hon.	DelBene	Suzan K.		P	WA01	2022	6/23/2022	20021227
Hon.	DelBene	Suzan K.		P	WA01	2022	7/8/2022	20021329
Hon.	DelBene	Suzan K.		P	WA01	2022	7/25/2022	20021406
Hon.	DelBene	Suzan K.		P	WA01	2022	8/8/2022	20021465
Hon.	DelBene	Suzan K.		P	WA01	2022	8/26/2022	20021579
Hon.	DelBene	Suzan K.		P	WA01	2022	9/12/2022	20021660
Hon.	DelBene	Suzan K.		P	WA01	2022	10/10/2022	20021795
Hon.	DelBene	Suzan K.		P	WA01	2022	10/28/2022	20021864
Hon.	DelBene	Suzan K.		P	WA01	2022	11/14/2022	20021931
Hon.	DelBene	Suzan K.		P	WA01	2022	11/28/2022	20022031
Hon.	DelBene	Suzan K.		P	WA01	2022	12/13/2022	20022099
Hon.	DelBene	Suzan K.		X	WA01	2022	5/14/2023	30018836
Hon.	Delgado	Antonio		T	NY19	2022	7/13/2022	10049663
Hon.	Delgado	Antonio		X	NY19	2022	6/3/2022	30017438
	Della Pia	Max		C	NY23	2022	5/13/2022	10047990
	Dellicker	Kevin		C	PA07	2022	5/11/2022	10046576
	Deluzio	Christopher		C	PA17	2022	5/16/2022	10047427
Hon.	Deluzio	Christopher		H	PA17	2022	5/15/2023	10052714
	Deluzio	Mark		C	AZ02	2022	5/11/2022	10046726
	Demarco	Samuel	III	W	PA17	2022		8218633
	Dempsey	Brad		W	CO07	2022		8218705
	Denardis	Lesley		C	CT03	2022	6/14/2022	10049423
	Denotter	Matthew		C	MI11	2022	5/15/2022	10048853
	Depaolis	Giuliano Giovanni		C	CA28	2022	4/17/2022	10046293
	Derby	David		C	OK02	2022	5/14/2022	10048775
Hon.	Desaulnier	Mark		O	CA10	2022	5/12/2023	10052443
Hon.	DesJarlais	Scott		O	TN04	2022	6/23/2023	10054945
Hon.	DesJarlais	Scott		X	TN04	2022	5/24/2023	8219694
	D'Esposito	Anthony P.		C	NY04	2022	8/8/2022	10049851
Hon.	D'Esposito	Anthony P.		H	NY04	2022	6/20/2023	10055156
	Desvignes	Elfreda		W	GA07	2022	4/28/2022	7851
Hon.	Deutch	Theodore E.		T	FL22	2022	1/27/2023	10050472
Hon.	Deutch	Theodore E.		X	FL22	2022	10/28/2022	30017705
Hon.	Deutch	Theodore E.		X	FL22	2022	12/7/2022	30017711
Hon.	Deutch	Theodore E.		X	FL22	2022	1/5/2023	30017723
	Devolder-Santos	George Anthony		C	NY03	2022	9/6/2022	10050385
Hon.	Devolder-Santos	George Anthony		X	NY03	2022	5/15/2023	30018925
	Di Paola	John		C	OR05	2022	5/14/2022	10044614
	Diamond	Ben		W	FL13	2022	7/7/2022	7869
Hon.	Diaz-Balart	Mario		O	FL26	2022	5/3/2023	10052232
	Dickinson	Jerry		C	PA18	2022	4/15/2022	10046102
	Dickinson	Spencer E.		W	RI02	2022		8219350
	Diemer	Matthew		C	OH07	2022	5/15/2022	10048215
Hon.	Dingell	Debbie		O	MI06	2022	5/15/2023	10051542
Hon.	Dingell	Debbie		P	MI12	2022	4/26/2022	20020866
Hon.	Dingell	Debbie		P	MI12	2022	5/19/2022	20021083
Hon.	Dingell	Debbie		P	MI12	2022	6/12/2022	20021166
Hon.	Dingell	Debbie		P	MI12	2022	8/15/2022	20021536
	Dixon	Gregg Marcel		C	SC06	2022	5/14/2022	10048658
	Dodge	Danelle		C	FL08	2022	8/3/2022	10050094
Hon.	Doggett	Lloyd		O	TX37	2022	7/27/2023	10051302
Hon.	Doggett	Lloyd		P	TX35	2022	1/10/2022	20020191
Hon.	Doggett	Lloyd		P	TX35	2022	3/7/2022	20020576
Hon.	Doggett	Lloyd		P	TX35	2022	4/8/2022	20020754
Hon.	Doggett	Lloyd		P	TX35	2022	5/9/2022	20020959
Hon.	Doggett	Lloyd		P	TX35	2022	6/6/2022	20021153
Hon.	Doggett	Lloyd		P	TX35	2022	7/11/2022	20021362
Hon.	Doggett	Lloyd		P	TX35	2022	8/5/2022	20021487
Hon.	Doggett	Lloyd		P	TX35	2022	9/6/2022	20021654
Hon.	Doggett	Lloyd		P	TX35	2022	11/1/2022	20021924
Hon.	Doggett	Lloyd		P	TX35	2022	12/6/2022	20022088
Hon.	Doggett	Lloyd		X	TX37	2022	4/4/2023	30017845
Hon.	Donalds	Byron		O	FL19	2022	8/11/2023	10055523
Hon.	Donalds	Byron		X	FL19	2022	5/24/2023	8219696
	Donovan	Michelle R. E.		C	MI09	2022	5/16/2022	10048254
Mr.	Doucette	Michael Leo		C	NV02	2022	5/10/2022	10044562
	Dowell	Patricia R.		C	IL01	2022	3/14/2022	10044687
Dr.	Dowling	Sandra E.		X	AZ09	2022	7/12/2022	8219075
	Doyle	Michael		C	PA12	2022	4/24/2022	10044807
	Doyle	Michael		X	PA12	2022	5/11/2022	8218713
	Duarte	John S.		C	CA13	2022	4/1/2022	8218625
Hon.	Duarte	John S.		O	CA13	2022	5/16/2023	8219762
	Duke	Brady		X	FL07	2022	6/6/2022	30017081
Hon.	Duncan	Jeff		O	SC03	2022	7/27/2023	10053972
Hon.	Duncan	Jeff		X	SC03	2022	5/11/2023	30018582
Hon.	Dunn	Neal Patrick MD, Facs		O	FL02	2022	8/13/2023	10052087
Hon.	Dunn	Neal Patrick MD, Facs		P	FL02	2022	9/9/2022	20021600
Hon.	Dunn	Neal Patrick MD, Facs		X	FL02	2022	4/17/2023	30017983
	Dunn	Reagan B.		C	WA08	2022	5/16/2022	10047825
	Dupree	Johnny L.		C	MS04	2022	7/29/2022	10050027
	Dutchess	Lady Donna		D	AK00	2022	7/7/2022	40003347
	Dwyer	Angela Joyce		C	WV02	2022	4/8/2022	10044726
	Earley	Joseph Frederick		D	WV02	2022	1/5/2023	40003429
	Easton	Kevin		C	OR05	2022	3/1/2023	8219399
	Edmonson	Audrey		C	FL24	2022	4/27/2022	10046811
	Edwards	Chuck		C	NC11	2022	4/16/2022	10046267
Hon.	Edwards	Chuck		H	NC11	2022	8/12/2023	10055642
	Edwards	Donna F.		C	MD04	2022	5/17/2022	10049351
	Edwards	Ted		C	FL07	2022	7/22/2022	10049857
	Edwards	Ted		X	FL07	2022	7/6/2022	30017570
	Ehasz	Ashley		C	PA01	2022	6/13/2022	10047694
	Ehasz	Ashley		X	PA01	2022	6/6/2022	30017135
	Ehr	Phillip Charles		C	FL01	2022	5/17/2022	10049339
	Elliott	Steven		X	MI13	2022	6/6/2022	30016933
Hon.	Ellzey	John Kevin	Sr	O	TX06	2022	8/11/2023	10051757
Hon.	Ellzey	John Kevin	Sr	X	TX06	2022	4/10/2023	30017932
Hon.	Emmer	Thomas Earl	Jr	O	MN06	2022	5/15/2023	8219763
	Engdahl	Andrew David		C	CA04	2022	5/4/2022	10047241
	Engel	Kirsten		C	AZ06	2022	5/16/2022	10048857
	Entin	Alex		A	PA01	2022	4/17/2022	10046307
	Entin	Alex		C	PA01	2022	4/17/2022	10044752
	Epperson	Dalila		C	CA19	2022	5/7/2022	10047658
	Erickson	Mike		C	OR06	2022	4/12/2022	10044732
	Ernst	Roland		W	CA47	2022	2/8/2022	7827
Hon.	Escobar	Veronica		O	TX16	2022	4/14/2023	10051513
Hon.	Eshoo	Anna G.		O	CA16	2022	5/10/2023	8219764
Hon.	Espaillat	Adriano		O	NY13	2022	6/14/2023	10053891
Hon.	Espaillat	Adriano		X	NY13	2022	5/11/2023	30018554
	Esrati	David		C	OH10	2022	8/12/2022	10050193
Hon.	Estes	Ron		O	KS04	2022	8/3/2023	10051582
Hon.	Estes	Ron		P	KS04	2022	3/9/2022	20020587
Hon.	Estes	Ron		P	KS04	2022	6/3/2022	20021149
Hon.	Estes	Ron		P	KS04	2022	7/18/2022	20021397
Hon.	Estes	Ron		P	KS04	2022	8/1/2022	20021461
Hon.	Estes	Ron		P	KS04	2022	9/30/2022	20021779
Hon.	Estes	Ron		X	KS04	2022	4/5/2023	30017894
	Ettinger	Jeffrey M.		C	MN01	2022	4/29/2022	8218669
Hon.	Evans	Dwight		O	PA03	2022	5/12/2023	10053618
Hon.	Evans	Dwight		P	PA03	2022	4/25/2022	20020865
Hon.	Evans	Dwight		P	PA03	2022	8/19/2022	20021576
Hon.	Evans	Dwight		P	PA03	2022	11/21/2022	20022027
	Evans	Jerry		C	IL11	2022	5/26/2022	10049521
	Evans	Jerry		X	IL11	2022	6/7/2022	8218976
	Ezell	Walter Michael		C	MS04	2022	5/11/2022	10048147
Hon.	Ezell	Walter Michael		H	MS04	2022	8/6/2023	10055355
	Faheem	Mohammed		C	IL08	2022	5/16/2022	10049149
	Faircloth	Roy Clayborne (Clay Fair)	Jr.	D	TN06	2022	8/26/2022	8219200
Hon.	Fallon	Patrick		O	TX04	2022	8/11/2023	10052525
Hon.	Fallon	Patrick		P	TX04	2022	1/28/2022	20020143
Hon.	Fallon	Patrick		P	TX04	2022	2/8/2022	20020374
Hon.	Fallon	Patrick		P	TX04	2022	5/14/2022	20020983
Hon.	Fallon	Patrick		P	TX04	2022	12/1/2022	20021950
Hon.	Fallon	Patrick		X	TX04	2022	4/26/2023	30018089
	Fallon-Underwood	Jack		D	NY20	2022	4/8/2022	40003326
	Farber	Sam		C	FL09	2022	4/28/2022	10046968
	Faulkner	William		C	NY16	2022	4/10/2022	10044785
Hon.	Feenstra	Randall		O	IA04	2022	8/8/2023	10052600
Hon.	Feenstra	Randall		X	IA04	2022	4/27/2023	30018113
Ms.	Feng	Karena		C	CA09	2022	5/22/2022	10049440
Hon.	Ferguson	Anderson Drew	IV	O	GA03	2022	8/11/2023	10053503
Hon.	Ferguson	Anderson Drew	IV	X	GA03	2022	5/9/2023	30018392
	Fermo	Paul		W	PA01	2022	7/7/2022	7866
	Fernandez	Hlsia Tatiana		C	FL07	2022	6/16/2022	10049791
	Figliola	Anthony M.		C	NY01	2022	4/28/2022	10044445
	Figliola	Anthony M.		X	NY01	2022	1/31/2022	30015260
	Figliola	Anthony M.		X	NY01	2022	4/8/2022	30015302
	Finstad	Brad		C	MN01	2022	5/13/2022	10044784
Hon.	Finstad	Brad		O	MN01	2022	8/17/2023	10054497
Hon.	Finstad	Brad		X	MN01	2022	5/15/2023	30018887
Hon.	Fischbach	Michelle		O	MN07	2022	5/30/2023	10054501
Hon.	Fischbach	Michelle		X	MN07	2022	5/15/2023	30018902
	Fischer	Jason		X	FL04	2022	6/23/2022	8219047
Hon.	Fitzgerald	Scott		O	WI05	2022	5/5/2023	10053075
Hon.	Fitzpatrick	Brian		O	PA01	2022	5/9/2023	10051890
Hon.	Fleischmann	Charles J. "Chuck"		O	TN03	2022	5/15/2023	8219765
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	1/19/2022	8218535
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	2/11/2022	8218565
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	5/16/2022	8218753
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	8/12/2022	8219165
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	11/14/2022	8219277
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	12/12/2022	8219298
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	1/17/2023	8219328
	Fleming	Bridget		C	NY01	2022	5/13/2022	10048562
Hon.	Fletcher	Elizabeth		O	TX07	2022	7/29/2023	10051997
Hon.	Fletcher	Elizabeth		X	TX07	2022	5/3/2023	30018202
Dr.	Flinn	George S.	Jr.	C	TN09	2022	9/28/2022	10049370
Dr.	Flinn	George S.	Jr.	D	TN09	2022	6/8/2022	40003371
Dr.	Flinn	George S.	Jr.	X	TN09	2022	6/17/2022	30017426
	Flisser	Miriam Levitt		C	NY16	2022	10/8/2022	10050469
	Flood	Mike		A	NE01	2022	4/22/2022	10046694
	Flood	Mike		A	NE01	2022	5/11/2022	10048256
	Flood	Mike		C	NE01	2022	4/9/2022	10044550
Hon.	Flood	Mike		O	NE01	2022	8/9/2023	10053093
Hon.	Flood	Mike		X	NE01	2022	5/4/2023	30018243
	Flores	Mayra Nohemi		C	TX34	2022	5/14/2022	10048255
	Flynn	Carrick Ronan Morgan		A	OR06	2022	4/18/2022	10046405
	Flynn	Carrick Ronan Morgan		C	OR06	2022	4/15/2022	10044800
	Foldi	Matthew		C	MD06	2022	7/6/2022	10049916
Mr.	Ford	Michael C.		C	GA09	2022	4/22/2022	10044797
	Fore	Jessica Allison		C	GA10	2022	5/3/2022	10044583
	Fort	Vincent		C	GA13	2022	4/23/2022	10046678
	Forte	Tina		C	NY14	2022	4/22/2022	10046689
Hon.	Fortenberry	Jeff		T	NE01	2022	7/31/2022	10046810
Hon.	Fortenberry	Jeff		X	NE01	2022	4/25/2022	30016468
Hon.	Fortenberry	Jeff		X	NE01	2022	6/16/2022	30017436
Hon.	Foster	Bill William		O	IL11	2022	6/2/2023	10052187
Hon.	Foster	George William		X	IL11	2022	5/11/2023	30018547
	Foster	Nancy		C	IL13	2022	10/7/2022	10050481
	Foster	William		D	AZ06	2022	5/2/2022	40003343
	Foushee	Valerie		C	NC04	2022	5/16/2022	10048243
Hon.	Foushee	Valerie		H	NC04	2022	5/11/2023	10052722
	Fox	Joy		C	RI02	2022	8/16/2022	8219179
	Fox	Joy		X	RI02	2022	6/7/2022	30016996
Dr.	Fox	Richard		C	CA16	2022	4/7/2022	8218643
Hon.	Foxx	Virginia		O	NC05	2022	5/15/2023	10052804
Hon.	Foxx	Virginia		P	NC05	2022	1/5/2022	20020153
Hon.	Foxx	Virginia		P	NC05	2022	2/4/2022	20020355
Hon.	Foxx	Virginia		P	NC05	2022	3/7/2022	20020543
Hon.	Foxx	Virginia		P	NC05	2022	4/5/2022	20020718
Hon.	Foxx	Virginia		P	NC05	2022	5/4/2022	20020914
Hon.	Foxx	Virginia		P	NC05	2022	6/4/2022	20021127
Hon.	Foxx	Virginia		P	NC05	2022	7/5/2022	20021315
Hon.	Foxx	Virginia		P	NC05	2022	8/5/2022	20021466
Hon.	Foxx	Virginia		P	NC05	2022	9/8/2022	20021630
Hon.	Foxx	Virginia		P	NC05	2022	10/12/2022	20021790
Hon.	Foxx	Virginia		P	NC05	2022	11/3/2022	20021919
Hon.	Foxx	Virginia		P	NC05	2022	12/6/2022	20022068
Hon.	Foxx	Virginia		X	NC05	2022	5/13/2023	30018798
	Fragnoli	Kathy		W	TX24	2022		8218676
	France	Mike		C	CT02	2022	5/15/2022	10048190
	Francis	Quanda		D	NY10	2022	7/28/2022	40003392
Hon.	Frankel	Lois		O	FL22	2022	6/6/2023	10051923
Hon.	Frankel	Lois		P	FL21	2022	1/16/2022	20020235
Hon.	Frankel	Lois		P	FL21	2022	2/16/2022	20020401
Hon.	Frankel	Lois		P	FL21	2022	2/27/2022	20020470
Hon.	Frankel	Lois		P	FL21	2022	4/6/2022	20020648
Hon.	Frankel	Lois		P	FL21	2022	5/3/2022	20020919
Hon.	Frankel	Lois		P	FL21	2022	6/9/2022	20020929
Hon.	Frankel	Lois		P	FL21	2022	6/16/2022	20021233
Hon.	Frankel	Lois		P	FL21	2022	7/22/2022	20021425
Hon.	Frankel	Lois		P	FL21	2022	8/31/2022	20021618
Hon.	Frankel	Lois		P	FL21	2022	9/20/2022	20021732
Hon.	Frankel	Lois		P	FL21	2022	10/24/2022	20021881
Hon.	Frankel	Lois		P	FL21	2022	11/18/2022	20022017
Hon.	Frankel	Lois		X	FL22	2022	5/9/2023	30018404
Hon.	Franklin	Scott		P	FL15	2022	3/3/2022	20020544
Hon.	Franklin	Scott		P	FL15	2022	4/8/2022	8218641
Hon.	Franklin	Scott		P	FL15	2022	10/11/2022	20021836
Hon.	Franklin	Scott Mr		O	FL18	2022	7/29/2023	10053297
Hon.	Franklin	Scott Mr		X	FL18	2022	5/11/2023	30018545
	Franzese	Daniel John		C	FL21	2022	5/12/2022	10047071
	Fratto	Mario		X	NY24	2022	6/7/2022	8218996
	French	Leslie Leigh		C	WA03	2022	6/30/2022	10048850
	French	Leslie Leigh		X	WA03	2022	6/6/2022	30017134
	French	Leslie Leigh		X	WA03	2022	6/24/2022	30017541
	Frisch	Adam		C	CO03	2022	5/27/2022	10049201
	Frisch	Adam		X	CO03	2022	6/7/2022	8218978
	Friscia	Larry		W	NJ11	2022	5/25/2022	7860
	Frix	Avery		C	OK02	2022	5/17/2022	10046669
Hon.	Frost	Maxwell Alejandro		C	FL10	2022	2/12/2023	10050900
Hon.	Frost	Maxwell Alejandro		H	FL10	2022	5/10/2023	10053746
	Fry	Russell		C	SC07	2022	7/1/2022	10049734
Hon.	Fry	Russell		H	SC07	2022	8/8/2023	10052503
Hon.	Fry	Russell		X	SC07	2022	4/26/2023	30018082
Hon.	Fulcher	Russ		O	ID01	2022	5/12/2023	10053908
	Fullmer	Julie		C	UT01	2022	4/1/2022	10044744
	Fung	Allan		C	RI02	2022	8/31/2022	10048100
	Fung	Allan		X	RI02	2022	6/7/2022	30016785
	Furrh	Samuel James		D	TN09	2022	10/31/2022	40003417
	Furrh	Samuel James		W	TN09	2022	10/31/2022	7892
	Fyfe	Matthew John		C	IN09	2022	5/12/2022	10048065
Hon.	Gaetz	Matt		O	FL01	2022	8/10/2023	10051384
Hon.	Gaetz	Matt		X	FL01	2022	4/6/2023	30017910
Hon.	Gallagher	Michael John		O	WI08	2022	8/13/2023	10052058
Hon.	Gallagher	Michael John		X	WI08	2022	5/12/2023	30018769
Hon.	Gallego	Ruben		O	AZ03	2022	8/12/2023	10054092
Hon.	Gallego	Ruben		X	AZ03	2022	5/12/2023	30018648
Hon.	Gallego	Ruben		X	AZ03	2022	6/16/2023	30019185
