Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Galluch	David		C	PA05	2022	5/26/2022	10049531
Hon.	Garamendi	John		O	CA08	2022	7/21/2023	10055360
Hon.	Garamendi	John		P	CA03	2022	1/21/2022	20020278
Hon.	Garamendi	John		X	CA08	2022	5/24/2023	8219709
Hon.	Garbarino	Andrew		A	NY02	2022	8/13/2023	10055661
Hon.	Garbarino	Andrew		O	NY02	2022	8/12/2023	10053450
Hon.	Garbarino	Andrew		P	NY02	2022	1/14/2022	20020231
Hon.	Garbarino	Andrew		X	NY02	2022	5/8/2023	30018363
	Garcia	Cassandra		C	TX28	2022	6/21/2022	10049826
	Garcia	Cristina		C	CA42	2022	1/21/2022	10044424
	Garcia	Esteban Lorenzo		C	TX30	2022	1/28/2022	10044482
Hon.	Garcia	Jesus		O	IL04	2022	7/17/2023	10052173
Hon.	Garcia	Jesus		X	IL04	2022	4/18/2023	30018003
Hon.	Garcia	Michael		O	CA27	2022	6/20/2023	10052759
Hon.	Garcia	Michael		P	CA25	2022	2/23/2022	20020121
Hon.	Garcia	Michael		P	CA25	2022	8/23/2022	20021522
Hon.	Garcia	Michael		P	CA25	2022	8/23/2022	20021587
Hon.	Garcia	Michael		P	CA25	2022	10/25/2022	20021895
Hon.	Garcia	Michael		X	CA27	2022	5/1/2023	30018151
	Garcia	Robert		C	CA42	2022	1/13/2023	10050738
Hon.	Garcia	Robert		A	CA42	2022	6/21/2023	10054921
Hon.	Garcia	Robert		H	CA42	2022	6/21/2023	10053966
Hon.	Garcia	Robert		X	CA42	2022	5/11/2023	30018578
Hon.	Garcia	Sylvia		X	TX29	2022	5/11/2023	30018535
	Garza	Julio		C	TX29	2022	1/31/2022	10044506
Mr.	Garza	Mauro Everett Mr		C	TX15	2022	5/12/2022	10048446
	Gay	Derrik		C	TX24	2022	5/22/2022	10049436
	Gay-Dagnogo	Sherry J.		X	MI13	2022	7/29/2022	8219126
	Geist	Timothy David		C	CA01	2022	5/1/2022	10044585
	Genant	Pamela		C	NC10	2022	5/10/2022	10047931
Mr.	Gentle	Terry D.		C	NC12	2022	1/20/2022	10044369
Hon.	Gibbs	Bob		P	OH07	2022	1/6/2022	20020166
Hon.	Gibbs	Bob		P	OH07	2022	2/6/2022	20020386
Hon.	Gibbs	Bob		P	OH07	2022	5/16/2022	20021044
Hon.	Gibbs	Bob		P	OH07	2022	6/27/2022	20021275
Hon.	Gibbs	Bob		P	OH07	2022	8/5/2022	20021492
Hon.	Gibbs	Bob		P	OH07	2022	9/6/2022	20021661
Hon.	Gibbs	Bob		P	OH07	2022	10/31/2022	20021911
Hon.	Gibbs	Bob		P	OH07	2022	12/22/2022	20022166
	Gibbs	John		C	MI03	2022	9/29/2022	10048992
	Gibbs	John		X	MI03	2022	6/7/2022	30017208
	Giglio	David Anthony		C	CA13	2022	5/6/2022	10046365
	Gilbert	Madison Gesiotto		C	OH13	2022	9/28/2022	8219233
	Giles	David Victor		C	AZ09	2022	5/15/2023	10054717
	Gillen	Laura		C	NY04	2022	7/23/2022	10044720
	Gillen	Laura		X	NY04	2022	3/28/2022	30015300
	Gillen	Laura		X	NY04	2022	6/22/2022	30016792
	Gilsdorf	Gareth Denis		D	AZ09	2022	5/10/2022	8218703
Hon.	Gimenez	Carlos		O	FL28	2022	8/11/2023	10055499
Hon.	Gimenez	Carlos		X	FL28	2022	5/24/2023	8219711
	Gipson	Patrick Lee		C	CA30	2022	4/28/2022	10046813
	Gluesenkamp Perez	Marie		C	WA03	2022	6/15/2022	10049735
	Gluesenkamp Perez	Marie		X	WA03	2022	5/17/2022	8218788
Hon.	Gluesenkamp Perez	Marie		A	WA03	2022	2/21/2023	10050748
Hon.	Gluesenkamp Perez	Marie		H	WA03	2022	5/15/2023	10053638
	Glumaz	Paul		C	WA07	2022	5/1/2022	10047126
	Godfrey	Aaron Paul		C	OH16	2022	5/15/2022	10048907
Hon.	Golden	Jared		O	ME02	2022	8/12/2023	10055617
Hon.	Golden	Jared		X	ME02	2022	4/14/2023	8219460
	Goldman	Daniel		C	NY10	2022	7/29/2022	8219120
	Goldman	Daniel		X	NY10	2022	7/8/2022	30017564
Hon.	Goldman	Daniel		C	NY10	2022	8/13/2023	10051133
Hon.	Goldman	Daniel		H	NY10	2022	8/13/2023	10053374
Hon.	Goldman	Daniel		X	NY10	2022	5/8/2023	30018331
Hon.	Gomez	Jimmy		O	CA34	2022	8/14/2023	10055539
Hon.	Gomez	Jimmy		X	CA34	2022	5/24/2023	8219714
	Gonsalves	Mark		C	GA07	2022	3/28/2022	10044700
Hon.	Gonzales	Ernest Anthony Tony	II	O	TX23	2022	5/29/2023	10054512
Hon.	Gonzales	Ernest Anthony Tony	II	X	TX23	2022	5/15/2023	30018894
Hon.	Gonzalez	Anthony E.		P	OH16	2022	7/23/2022	20021290
Hon.	Gonzalez	Anthony E.		P	OH16	2022	1/20/2023	8219336
	Gonzalez	Jesus		C	NY06	2022	4/19/2022	10046420
	Gonzalez	Jesus		W	NY06	2022	4/28/2022	7847
Hon.	Gonzalez	Vicente		O	TX15	2022	8/10/2023	8219892
Hon.	Gonzalez	Vicente		P	TX15	2022	6/27/2022	8219043
Hon.	Gonzalez	Vicente		X	TX15	2022	4/14/2023	8219461
Hon.	Gonzalez Colon	Jenniffer		G	PR00	2022	4/21/2022	8218664
Hon.	Gonzalez Colon	Jenniffer		X	PR00	2022	5/9/2023	30018403
Hon.	Gonzalez-Colon	Jenniffer		O	PR00	2022	8/13/2023	10053385
Hon.	Good	Robert G Hon		O	VA05	2022	8/3/2023	10054323
Hon.	Good	Robert G Hon		X	VA05	2022	5/14/2023	30018812
Hon.	Gooden	Lance		O	TX05	2022	8/13/2023	10054502
Hon.	Gooden	Lance		X	TX05	2022	5/15/2023	30018890
	Goodrum	Cassandra		C	IL01	2022	2/2/2022	10044528
	Gordon	Jacqueline		C	NY01	2022	5/10/2022	10047113
	Gorman	Jeff		C	CA19	2022	5/21/2022	10049432
	Gorman	Lynn Carol		D	OH07	2022	1/20/2022	40003299
	Gorman	Lynn Carol		W	OH07	2022		8219052
Hon.	Gosar	Paul A.		O	AZ09	2022	4/26/2023	8219766
	Gotsch	Nathan		C	IN03	2022	5/6/2022	10047521
Hon.	Gottheimer	Josh		O	NJ05	2022	8/13/2023	10052807
Hon.	Gottheimer	Josh		P	NJ05	2022	1/10/2022	20020154
Hon.	Gottheimer	Josh		P	NJ05	2022	2/18/2022	20020393
Hon.	Gottheimer	Josh		P	NJ05	2022	3/18/2022	20020573
Hon.	Gottheimer	Josh		P	NJ05	2022	4/17/2022	20020786
Hon.	Gottheimer	Josh		P	NJ05	2022	5/16/2022	20020956
Hon.	Gottheimer	Josh		P	NJ05	2022	6/16/2022	20021174
Hon.	Gottheimer	Josh		P	NJ05	2022	7/22/2022	20021351
Hon.	Gottheimer	Josh		P	NJ05	2022	8/13/2022	20021518
Hon.	Gottheimer	Josh		P	NJ05	2022	8/29/2022	20021563
Hon.	Gottheimer	Josh		P	NJ05	2022	9/16/2022	20021676
Hon.	Gottheimer	Josh		P	NJ05	2022	9/19/2022	20021727
Hon.	Gottheimer	Josh		P	NJ05	2022	10/16/2022	20021821
Hon.	Gottheimer	Josh		P	NJ05	2022	11/10/2022	20021933
Hon.	Gottheimer	Josh		P	NJ05	2022	12/17/2022	20022098
Hon.	Gottheimer	Josh		X	NJ05	2022	5/1/2023	30018160
	Grabovsky	Angela		C	IN07	2022	2/15/2022	10044571
	Graham	Charles		C	NC07	2022	10/24/2022	10050523
Hon.	Granger	Kay		O	TX12	2022	8/8/2023	10051232
Hon.	Granger	Kay		X	TX12	2022	4/4/2023	30017833
	Grasso	Gary		C	IL06	2022	6/15/2022	10044440
	Grasso	Gary		X	IL06	2022	3/28/2022	30015289
	Grasso	Gary		X	IL06	2022	6/22/2022	30017373
Hon.	Graves	Garret		O	LA06	2022	8/13/2023	10053973
Hon.	Graves	Garret		P	LA06	2022	10/18/2022	20021868
Hon.	Graves	Garret		X	LA06	2022	5/11/2023	30018583
Hon.	Graves	Sam B.	Jr.	O	MO06	2022	5/15/2023	10053550
	Gray	Adam C.		C	CA13	2022	5/9/2022	10047354
	Gray	Charles		C	WY00	2022	5/16/2022	10048920
	Gray	Charles		W	WY00	2022	6/8/2022	7868
	Gray	Charles		X	WY00	2022	6/16/2022	30017160
	Gray	Molly		C	VT00	2022	5/15/2022	10046294
Mr.	Gray	Steven Scott		C	NJ04	2022	5/13/2022	10048654
Dr.	Grayson	Dena		C	FL08	2022	7/24/2022	10047261
Dr.	Grayson	Dena		X	FL08	2022	5/12/2022	30016562
Hon.	Green	Al		O	TX09	2022	5/12/2023	10053855
Dr.	Green	Karen		C	FL08	2022	6/13/2022	10049729
Hon.	Green	Mark Dr		O	TN07	2022	7/9/2023	10052076
Hon.	Green	Mark Dr		P	TN07	2022	1/3/2022	20019881
Hon.	Green	Mark Dr		P	TN07	2022	1/18/2022	20020188
Hon.	Green	Mark Dr		P	TN07	2022	2/8/2022	20020362
Hon.	Green	Mark Dr		P	TN07	2022	2/14/2022	20020442
Hon.	Green	Mark Dr		P	TN07	2022	3/3/2022	20020501
Hon.	Green	Mark Dr		P	TN07	2022	3/8/2022	20020569
Hon.	Green	Mark Dr		P	TN07	2022	4/13/2022	20020773
Hon.	Green	Mark Dr		P	TN07	2022	4/20/2022	20020830
Hon.	Green	Mark Dr		P	TN07	2022	5/31/2022	20021121
Hon.	Green	Mark Dr		P	TN07	2022	8/1/2022	20021154
Hon.	Green	Mark Dr		P	TN07	2022	8/18/2022	20021571
Hon.	Green	Mark Dr		P	TN07	2022	9/1/2022	20021614
Hon.	Green	Mark Dr		P	TN07	2022	10/3/2022	20021778
Hon.	Green	Mark Dr		P	TN07	2022	10/24/2022	20021887
Hon.	Green	Mark Dr		X	TN07	2022	5/8/2023	30018369
	Greene	Clifford Mark		D	WA09	2022	5/15/2023	40003486
Hon.	Greene	Marjorie Taylor		P	GA14	2022	1/20/2022	20020263
Hon.	Greene	Marjorie Taylor		P	GA14	2022	3/7/2022	20020568
Hon.	Greene	Marjorie Taylor		P	GA14	2022	6/20/2022	20021248
Hon.	Greene	Marjorie Taylor Mrs		O	GA14	2022	8/14/2023	10052888
Hon.	Greene	Marjorie Taylor Mrs		X	GA14	2022	5/2/2023	30018179
Mr.	Greer	Phillip Joseph		D	AL05	2022	6/17/2022	40003380
	Griffie	Michael		C	MI13	2022	5/16/2022	10048794
	Griffin	Lance Alan		C	MD03	2022	5/13/2022	10047711
Hon.	Griffith	H. Morgan		O	VA09	2022	5/9/2023	10052484
Hon.	Grijalva	Raúl M.		O	AZ07	2022	7/28/2023	10052441
Hon.	Grijalva	Raúl M.		X	AZ07	2022	4/25/2023	30018068
	Grooms	Matthew		C	NC04	2022	5/17/2022	10049354
	Gross	Alan		C	AK00	2022	5/12/2022	10046362
	Gross	Alan		X	AK00	2022	5/11/2022	8218714
	Grossman	Kyle William		C	IA04	2022	2/7/2022	10044557
Hon.	Grothman	Glenn S.		O	WI06	2022	6/27/2023	10052986
Hon.	Grothman	Glenn S.		X	WI06	2022	5/9/2023	30018420
	Gryder	Scott		C	IL14	2022	5/16/2022	10048904
Hon.	Guest	Michael Patrick		A	MS03	2022	8/11/2023	8219907
Hon.	Guest	Michael Patrick		O	MS03	2022	8/11/2023	8219896
Hon.	Guest	Michael Patrick		P	MS03	2022	3/18/2022	20020644
Hon.	Guest	Michael Patrick		P	MS03	2022	5/2/2022	20020792
Hon.	Guest	Michael Patrick		P	MS03	2022	5/22/2022	20021007
Hon.	Guest	Michael Patrick		P	MS03	2022	6/22/2022	20021172
Hon.	Guest	Michael Patrick		P	MS03	2022	7/26/2022	20021434
Hon.	Guest	Michael Patrick		P	MS03	2022	9/14/2022	20021691
Hon.	Guest	Michael Patrick		X	MS03	2022	4/24/2023	30018058
	Gustafson	Corey		C	CA50	2022	10/31/2022	10050546
Hon.	Guthrie	Brett		O	KY02	2022	5/12/2023	8219767
	Haddad	Roberto Adrian		C	TX15	2022	4/17/2022	10046291
	Haderlein	Elizabeth		C	IL16	2022	9/5/2022	10050330
	Hageman	Harriet		C	WY00	2022	5/14/2022	10047910
Hon.	Hageman	Harriet		H	WY00	2022	8/13/2023	10054206
Hon.	Hageman	Harriet		X	WY00	2022	5/12/2023	30018716
	Hagg	Jacob		C	MI07	2022	5/16/2022	10046875
	Hagg	Jacob		X	MI07	2022	6/22/2022	30017089
	Hahn	Kara		W	NY01	2022	6/6/2022	7877
	Hahn	Kara		X	NY01	2022	6/6/2022	30017222
	Haire	Marvin Jonathan		C	TX36	2022	2/2/2022	10044532
Mr.	Halcro	Andrew J.		D	AK00	2022	7/7/2022	40003372
	Hale	Merritt		C	VA06	2022	5/8/2022	10047119
	Hall	Matt		C	IN05	2022	3/30/2022	10044708
	Hamilton	Michaelangelo Collins		C	FL23	2022	7/31/2022	10050081
	Hampson	Beth		C	CA02	2022	5/14/2022	10048763
	Hansel	George		C	NH02	2022	7/6/2022	10049814
	Hanson	Tommy		C	IL05	2022	10/3/2022	10050254
	Hanson	Tommy		D	IL05	2022	8/4/2022	40003399
	Hanson	Tommy		X	IL05	2022	10/3/2022	30017697
	Harbour	Joanna		C	OR03	2022	9/6/2022	10050343
	Harbour	Joanna		D	OR03	2022	7/7/2022	40003370
Hon.	Harder	Josh		O	CA09	2022	5/10/2023	10051998
	Harder	Kathleen		C	OR06	2022	5/16/2022	10046237
	Hardy	Cresent		C	NV01	2022	5/26/2022	10049511
Dr.	Harmon	Mark Desmond		C	TN02	2022	5/10/2022	10046270
Dr.	Harper	John Edward	Sr.	X	TX04	2022	1/26/2022	30015257
Hon.	Harris	Andy		O	MD01	2022	5/15/2023	10054295
Mr.	Harris	James Frank	Sr.	C	TX30	2022	2/3/2022	10044537
	Harris	Kevin Corey		C	FL24	2022	5/17/2022	10049303
	Harshaw	Ronald		D	MO01	2022	5/23/2022	40003367
Hon.	Harshbarger	Diana		O	TN01	2022	8/11/2023	8219898
Hon.	Harshbarger	Diana		P	TN01	2022	1/24/2022	8218540
Hon.	Harshbarger	Diana		P	TN01	2022	2/28/2022	8218580
Hon.	Harshbarger	Diana		P	TN01	2022	3/29/2022	8218621
Hon.	Harshbarger	Diana		P	TN01	2022	4/25/2022	8218662
Hon.	Harshbarger	Diana		P	TN01	2022	5/26/2022	8218894
Hon.	Harshbarger	Diana		P	TN01	2022	6/29/2022	8219056
Hon.	Harshbarger	Diana		P	TN01	2022	7/28/2022	8219131
Hon.	Harshbarger	Diana		P	TN01	2022	8/31/2022	8219202
Hon.	Harshbarger	Diana		P	TN01	2022	9/27/2022	8219228
Hon.	Harshbarger	Diana		P	TN01	2022	10/28/2022	8219266
Hon.	Harshbarger	Diana		P	TN01	2022	11/29/2022	8219281
Hon.	Harshbarger	Diana		P	TN01	2022	1/3/2023	8219315
Hon.	Harshbarger	Diana		P	TN01	2022	1/30/2023	8219343
Hon.	Harshbarger	Diana		X	TN01	2022	4/5/2023	30017887
	Harvey	Terrance James		C	MI03	2022	8/9/2022	10050143
	Harvey-Hall	Phyllis		C	AL02	2022	5/17/2022	10049297
	Harwell	Beth		C	TN05	2022	7/5/2022	8219064
	Harwell	Beth		X	TN05	2022	6/7/2022	8218989
	Hathaway-Altman	Susan		A	IL11	2022	5/18/2022	10049325
	Hathaway-Altman	Susan		A	IL11	2022	5/18/2022	10049371
	Hathaway-Altman	Susan		A	IL11	2022	5/18/2022	10049395
	Hathaway-Altman	Susan		A	IL11	2022	6/6/2022	10049687
	Hathaway-Altman	Susan		C	IL11	2022	5/16/2022	10046217
	Hathaway-Altman	Susan		X	IL11	2022	6/22/2022	30017279
	Haugen	Mark		C	ND00	2022	5/10/2022	10048082
	Hausman	Matt		C	IL13	2022	5/28/2022	10049557
	Hausman	Matt		X	IL13	2022	6/7/2022	8218977
Hon.	Hayes	Jahana		O	CT05	2022	5/13/2023	10052935
	Hayslett	Kevin		C	FL13	2022	7/24/2022	10049998
	Hayslett	Kevin		X	FL13	2022	5/17/2022	8218790
	Hayward	William Reed		D	TX20	2022	12/5/2022	8219306
	Haywood	Joseph		C	NC06	2022	7/31/2022	10049283
	Haywood	Joseph		X	NC06	2022	6/6/2022	30017360
	Healey	Robert	Jr.	C	NJ03	2022	5/12/2022	10046235
	Heeg	Andrea		D	IL11	2022	7/7/2022	40003351
Mr.	Heimlich	Phil		C	OH08	2022	4/2/2022	10044740
	Heiwig	Daniel		C	IN09	2022	4/11/2022	10044790
	Heldut	Andrew T.		W	IL09	2022		8219028
	Hemphill	James Terrelle		C	OH11	2022	6/1/2023	10054971
	Hendricks	Jeanne		C	MN06	2022	5/13/2022	10048328
	Heng	Elizabeth		A	CA22	2022	2/7/2022	10044429
	Heng	Elizabeth		C	CA22	2022	1/21/2022	10044400
	Hennrich	Brent William		C	WA03	2022	5/9/2022	10047856
Hon.	Hern	Kevin		O	OK01	2022	5/15/2023	10052487
Hon.	Hern	Kevin		P	OK01	2022	1/11/2022	20020202
Hon.	Hern	Kevin		P	OK01	2022	2/2/2022	20020359
Hon.	Hern	Kevin		P	OK01	2022	3/7/2022	20020571
Hon.	Hern	Kevin		P	OK01	2022	4/12/2022	20020789
Hon.	Hern	Kevin		P	OK01	2022	5/12/2022	20020995
Hon.	Hern	Kevin		P	OK01	2022	6/14/2022	20021223
Hon.	Hern	Kevin		P	OK01	2022	7/15/2022	20021388
Hon.	Hern	Kevin		P	OK01	2022	8/15/2022	20021553
Hon.	Hern	Kevin		P	OK01	2022	9/15/2022	20021704
Hon.	Hern	Kevin		P	OK01	2022	10/10/2022	20021828
Hon.	Hern	Kevin		P	OK01	2022	11/9/2022	20021964
Hon.	Hern	Kevin		P	OK01	2022	12/8/2022	20022102
Mr.	Hernandez	Bob		D	KS04	2022	8/4/2022	40003397
	Hernandez	Daniel		C	AZ06	2022	5/16/2022	10049282
	Hernandez	Peter		C	CA18	2022	3/29/2022	10044724
Mr.	Herring	Wade Wilkes	II	C	GA01	2022	5/12/2022	10047917
	Herrod	Christopher Niles		C	UT03	2022	6/16/2022	8219034
Hon.	Higgins	Brian		O	NY26	2022	4/27/2023	10051962
Hon.	Higgins	Clay Captain		O	LA03	2022	4/24/2023	10051428
	Higgins	Eileen		W	FL27	2022		8219002
	Higgins	Eileen		W	FL27	2022	7/7/2022	7876
	Hill	Anthony Tony		C	FL04	2022	6/2/2022	10049353
	Hill	Dustin Anthony		C	MO03	2022	6/28/2022	10048405
	Hill	Dustin Anthony		X	MO03	2022	6/6/2022	30016924
Hon.	Hill	James French		O	AR02	2022	8/13/2023	10052335
Hon.	Hill	James French		X	AR02	2022	5/24/2023	8219722
	Hill	Natasha		C	WA05	2022	6/14/2022	10049516
Mrs.	Hill	Tartisha A.		C	TX05	2022	2/25/2022	10044488
Mrs.	Hill	Tartisha A.		D	TX05	2022	2/8/2022	40003309
	Hilliard	Jerome C.		C	MI02	2022	6/1/2022	10049581
Hon.	Himes	James A.		O	CT04	2022	6/9/2023	10054108
Hon.	Himes	James A.		X	CT04	2022	5/15/2023	30018881
	Hines	Robert Nicholas		C	NC13	2022	5/20/2022	10046450
	Hodge	Jevin D.		C	AZ06	2022	5/25/2022	10048219
	Hodges	Monte		C	AR01	2022	4/23/2022	10046708
	Hoggatt	Holden		A	LA03	2022	9/6/2022	10050384
	Hoggatt	Holden		C	LA03	2022	9/6/2022	10050373
	Holic	Jason Kyle		C	FL10	2022	7/5/2022	10048481
	Holic	Jason Kyle		D	FL10	2022	7/7/2022	40003354
Hon.	Hollingsworth	Trey		P	IN09	2022	4/27/2022	8218661
Hon.	Hollingsworth	Trey		P	IN09	2022	6/10/2022	8218937
Hon.	Hollingsworth	Trey		P	IN09	2022	6/23/2022	8219044
Hon.	Hollingsworth	Trey		P	IN09	2022	9/9/2022	8219209
Hon.	Hollingsworth	Trey		P	IN09	2022	10/19/2022	8219258
Hon.	Hollingsworth	Trey		P	IN09	2022	11/16/2022	8219272
	Holness	Dale Vc		C	FL20	2022	7/21/2022	10048348
	Holness	Dale Vc		X	FL20	2022	6/7/2022	30016904
	Holtzman	Elizabeth		C	NY10	2022	7/21/2022	10049928
	Holtzman	Elizabeth		X	NY10	2022	7/13/2022	30017587
Mr.	Horges	Bradley	Jr.	C	IL13	2022	5/29/2022	10049566
Hon.	Horsford	Steven A.		O	NV04	2022	8/8/2023	10053900
Hon.	Horsford	Steven A.		X	NV04	2022	5/11/2023	30018546
	Houchin	Erin		C	IN09	2022	2/2/2022	10044524
Hon.	Houchin	Erin		H	IN09	2022	8/11/2023	10051438
Hon.	Houchin	Erin		X	IN09	2022	5/12/2023	30018693
Hon.	Houlahan	Chrissy		O	PA06	2022	5/14/2023	10053606
	Houlahan	Stephen William		C	CA50	2022	4/18/2022	10046363
	Howard	Taffy		C	SD00	2022	5/5/2022	10046212
Hon.	Hoyer	Steny H.		O	MD05	2022	5/15/2023	10052444
	Hoyle	Valerie		C	OR04	2022	5/16/2022	10049222
Hon.	Hoyle	Valerie		H	OR04	2022	6/25/2023	10052716
Hon.	Hoyle	Valerie		X	OR04	2022	4/30/2023	30018140
Mr.	Hubbard	Steven Erich		C	TN04	2022	8/6/2022	10050121
Hon.	Hudson	Richard		O	NC09	2022	5/12/2023	10052309
	Huff	Walter Earl		D	LA05	2022	9/8/2022	8219212
	Huff Brown	Gail		C	NH01	2022	8/13/2022	10046397
	Huff Brown	Gail		X	NH01	2022	5/6/2022	30016395
Hon.	Huffman	Jared		O	CA02	2022	7/10/2023	10053933
Hon.	Huffman	Jared		X	CA02	2022	5/11/2023	30018560
	Hughes	David M.		C	AK00	2022	4/5/2022	10044763
Hon.	Huizenga	Bill		X	MI04	2022	5/4/2023	30018237
	Hunt	Jeremy		C	GA02	2022	4/21/2022	10046318
	Hunt	Wesley		C	TX38	2022	12/12/2022	10048741
	Hunt	Wesley		X	TX38	2022	6/7/2022	30017095
Hon.	Hunt	Wesley		H	TX38	2022	5/10/2023	10053046
	Imer	Laurel Anne		C	CO07	2022	5/1/2022	10047144
	Irwin	Steven		C	PA12	2022	5/15/2022	10048894
	Irwin	William		C	MO04	2022	6/26/2022	10049858
Hon.	Issa	Darrell E.		O	CA48	2022	7/31/2023	10052336
Hon.	Issa	Darrell E.		X	CA48	2022	4/21/2023	30018048
	Itkis	Mikhail		C	NY12	2022	7/14/2022	10049981
	Ivanovskis	Jeremy Daniel		A	TX03	2022	2/8/2023	10050888
	Ivanovskis	Jeremy Daniel		A	TX03	2022	2/9/2023	10050891
	Ivanovskis	Jeremy Daniel		C	TX03	2022	2/8/2023	10044361
	Ivanovskis	Jeremy Daniel		X	TX03	2022	1/26/2022	30015253
	Ivey	Glenn		C	MD04	2022	5/16/2022	10048982
Hon.	Ivey	Glenn		A	MD04	2022	8/13/2023	10055191
Hon.	Ivey	Glenn		H	MD04	2022	8/13/2023	10055187
	Iyer	Steve		C	CA14	2022	5/1/2022	10047137
	Jackson	Jeff		C	NC14	2022	5/4/2022	10047204
Hon.	Jackson	Jeff		H	NC14	2022	8/13/2023	10053797
Hon.	Jackson	Jeff		X	NC14	2022	5/10/2023	30018491
	Jackson	Jonathan		C	IL01	2022	6/22/2022	10049839
Hon.	Jackson	Jonathan		A	IL01	2022	8/13/2023	10055186
Hon.	Jackson	Jonathan		H	IL01	2022	8/13/2023	10054001
Hon.	Jackson	Jonathan		X	IL01	2022	5/12/2023	30018595
Hon.	Jackson	Ronny Lynn		O	TX13	2022	8/9/2023	10055556
Hon.	Jackson	Ronny Lynn		X	TX13	2022	5/24/2023	8219730
Hon.	Jackson Lee	Sheila		X	TX18	2022	5/24/2023	8219603
Hon.	Jacobs	Christopher L.		P	NY27	2022	2/18/2022	20020479
Hon.	Jacobs	Christopher L.		P	NY27	2022	3/18/2022	20020654
Hon.	Jacobs	Christopher L.		P	NY27	2022	5/19/2022	20020793
Hon.	Jacobs	Christopher L.		P	NY27	2022	6/23/2022	20021201
Hon.	Jacobs	Christopher L.		P	NY27	2022	7/28/2022	20021398
Hon.	Jacobs	Christopher L.		P	NY27	2022	9/9/2022	20021667
Hon.	Jacobs	Christopher L.		P	NY27	2022	9/26/2022	20021696
Hon.	Jacobs	Christopher L.		P	NY27	2022	10/18/2022	20021857
Hon.	Jacobs	Christopher L.		P	NY27	2022	11/16/2022	20021989
Hon.	Jacobs	Christopher L.		P	NY27	2022	12/12/2022	20022108
Mr.	Jacobs	Matthew		C	CA26	2022	5/23/2022	10049438
Hon.	Jacobs	Sara		O	CA51	2022	6/14/2023	10052695
Hon.	Jacobs	Sara		P	CA53	2022	6/21/2022	20021179
Hon.	Jacobs	Sara		X	CA51	2022	5/8/2023	30018336
Hon.	Jacobs	Sara		X	CA51	2022	6/21/2023	30019222
	Jaffe	Mark		X	NY16	2022	7/18/2022	30017616
	Jaffe	Mark		X	NY16	2022	7/28/2022	30017659
Dr.	Jain	Usha		C	FL10	2022	10/6/2022	10049944
Dr.	Jain	Usha		D	FL10	2022	7/8/2022	40003385
Dr.	Jain	Usha		X	FL10	2022	7/18/2022	30017593
	James	John		C	MI10	2022	7/25/2022	8219113
	James	John		X	MI10	2022	5/17/2022	8218792
Hon.	James	John		A	MI10	2022	8/18/2023	10055726
Hon.	James	John		H	MI10	2022	8/13/2023	10053928
Hon.	James	John		X	MI10	2022	5/12/2023	30018652
Hon.	Jayapal	Pramila		O	WA07	2022	5/13/2023	10052820
Hon.	Jeffries	Hakeem S.		O	NY08	2022	5/15/2023	10052944
Mr.	Johnson	Alden Patrick		C	MS04	2022	5/13/2022	10048632
Hon.	Johnson	Bill		O	OH06	2022	5/15/2023	10052898
Hon.	Johnson	Dusty		O	SD00	2022	6/6/2023	10052060
Hon.	Johnson	Dusty		X	SD00	2022	5/13/2023	30018788
	Johnson	Elizabeth		C	GA12	2022	5/16/2022	10049211
	Johnson	Gary		C	AL01	2022	10/17/2022	10049918
	Johnson	Gary		D	AL01	2022	7/7/2022	40003384
Hon.	Johnson	Henry C. "Hank"	Jr.	O	GA04	2022	5/15/2023	10054700
Hon.	Johnson	James Michael		O	LA04	2022	8/11/2023	10055641
Hon.	Johnson	James Michael		X	LA04	2022	5/4/2023	8219490
	Johnson	Leif D.		C	WA02	2022	5/2/2022	10047222
	Johnson	Queen		D	NY08	2022	7/7/2022	40003361
	Johnson	Travis E.		C	MN07	2022	5/16/2022	10049294
	Jones	Bryan Christopher		C	FL01	2022	4/16/2022	10046261
	Jones	Herbert Carroll	Jr.	C	VA01	2022	10/7/2022	10049770
	Jones	Herbert Carroll	Jr.	X	VA01	2022	6/7/2022	8218982
	Jones	Kermit		C	CA03	2022	5/17/2022	10049299
	Jones	Laura		C	TX08	2022	5/16/2022	10046241
	Jones	Rick Edwin		D	UT01	2022	7/7/2022	40003355
	Jones	Scott R.		C	CA03	2022	4/7/2022	8218635
	Jones	Vernon		C	GA10	2022	4/21/2022	10046643
Hon.	Jordan	James D		O	OH04	2022	6/14/2023	10053666
Hon.	Jordan	James D		X	OH04	2022	5/11/2023	30018518
	Josephson	Gary		C	OH15	2022	10/1/2022	10049903
	Josephson	Gary		X	OH15	2022	7/13/2022	30017582
	Joy	Elizabeth L.		C	NY20	2022	5/15/2022	10048887
Hon.	Joyce	David P.		O	OH14	2022	8/12/2023	10053790
Hon.	Joyce	David P.		P	OH14	2022	6/9/2022	20021183
Hon.	Joyce	David P.		P	OH14	2022	6/9/2022	20021184
Hon.	Joyce	David P.		X	OH14	2022	5/10/2023	30018488
Hon.	Joyce	John		O	PA13	2022	5/10/2023	10051914
	Junge	Paul		C	MI08	2022	7/15/2022	10048880
	Junge	Paul		X	MI08	2022	6/6/2022	30017149
	Junge	Paul		X	MI08	2022	6/24/2022	30017543
